,DATE,COMPANY,PX_LAST,CURR_ENTP_VAL,PE_RATIO,DIVIDEND_YIELD
0,2013-05-22,aapl us equity,441.354,269589.5,10.536,0.018012999999999998
1,2013-05-21,aapl us equity,439.66,267999.4375,10.4956,0.018082
2,2013-05-20,aapl us equity,442.93,271068.7813,10.5736,0.017949000000000003
3,2013-05-19,aapl us equity,433.26,261992.0625,10.3428,0.018349
4,2013-05-16,aapl us equity,434.578,263229.2188,10.3743,0.018294
5,2013-05-15,aapl us equity,428.85,257852.625,10.2375,0.018538000000000002
6,2013-05-14,aapl us equity,443.86,271941.7188,10.5958,0.017911
7,2013-05-13,aapl us equity,454.74,282154.25,10.8556,0.017483
8,2013-05-12,aapl us equity,452.97,280492.8438,10.8133,0.017551
9,2013-05-09,aapl us equity,456.77,284059.6875,10.904,0.017405
10,2013-05-08,aapl us equity,463.84,290695.9375,11.0728,0.01714
11,2013-05-07,aapl us equity,458.658,285831.875,10.9491,0.017332999999999998
12,2013-05-06,aapl us equity,460.71,287757.9688,10.9981,0.017256
13,2013-05-05,aapl us equity,449.98,277686.2813,10.7419,0.017667000000000002
14,2013-05-02,aapl us equity,445.52,273499.9063,10.6355,0.017844
15,2013-05-01,aapl us equity,439.29,267652.125,10.4868,0.018097
16,2013-04-30,aapl us equity,442.78,270928.0,10.5701,0.017955000000000002
17,2013-04-29,aapl us equity,430.12,259044.7188,10.2678,0.018483
18,2013-04-28,aapl us equity,417.205,246922.0313,9.9595,0.019055
19,2013-04-25,aapl us equity,408.38,238638.4688,9.7489,0.019466999999999998
20,2013-04-24,aapl us equity,405.462,235899.5,9.6792,0.019607
21,2013-04-23,aapl us equity,406.13,236692.625,9.6952,0.019575
22,2013-04-22,aapl us equity,398.67,229687.25,9.5171,0.019941
23,2013-04-21,aapl us equity,390.53,222043.3125,9.3228,0.020357
24,2013-04-18,aapl us equity,392.05,223470.6875,9.359,0.020278
25,2013-04-17,aapl us equity,402.8,233565.5625,9.6157,0.019737
26,2013-04-16,aapl us equity,426.24,255577.0625,10.1752,0.018651
27,2013-04-15,aapl us equity,419.85,249576.5,10.0227,0.018935
28,2013-04-14,aapl us equity,429.8,258920.125,10.2602,0.018497
29,2013-04-11,aapl us equity,434.33,263174.0625,10.3683,0.018304
30,2013-04-10,aapl us equity,435.69,264451.1875,10.4008,0.018247
31,2013-04-09,aapl us equity,426.98,256272.0,10.1929,0.018619
32,2013-04-08,aapl us equity,426.21,255548.9063,10.1745,0.018653
33,2013-04-07,aapl us equity,423.2,252722.3438,10.1026,0.018785
34,2013-04-04,aapl us equity,427.72,256966.875,10.2106,0.018587
35,2013-04-03,aapl us equity,431.99,260976.6563,10.3125,0.018403
36,2013-04-02,aapl us equity,429.792,258912.5938,10.26,0.018497
37,2013-04-01,aapl us equity,428.91,258084.375,10.239,0.018535
38,2013-03-31,aapl us equity,442.66,,,
39,2013-03-28,aapl us equity,442.66,278571.4063,10.0376,0.011973000000000001
40,2013-03-27,aapl us equity,452.08,287417.3125,10.2512,0.011724000000000002
41,2013-03-26,aapl us equity,461.136,295921.4375,10.4566,0.011493
42,2013-03-25,aapl us equity,463.58,298216.5,10.512,0.011433
43,2013-03-24,aapl us equity,461.91,296648.2813,10.4741,0.011474
44,2013-03-21,aapl us equity,452.73,288027.75,10.266,0.011707
45,2013-03-20,aapl us equity,452.08,287417.3125,10.2512,0.011724000000000002
46,2013-03-19,aapl us equity,454.49,289680.4688,10.3059,0.011661
47,2013-03-18,aapl us equity,455.72,290835.5,10.3338,0.01163
48,2013-03-17,aapl us equity,443.66,279510.4688,10.0603,0.011945999999999998
49,2013-03-14,aapl us equity,432.5,269030.5938,9.8073,0.012254000000000001
50,2013-03-13,aapl us equity,428.35,265133.5,9.7132,0.012373
51,2013-03-12,aapl us equity,428.43,265208.625,9.715,0.012371
52,2013-03-11,aapl us equity,437.87,274073.3125,9.929,0.012103999999999998
53,2013-03-10,aapl us equity,431.72,268298.125,9.7896,0.012276
54,2013-03-07,aapl us equity,430.582,267229.4688,9.7638,0.012309
55,2013-03-06,aapl us equity,425.662,262609.2813,9.6522,0.012451
56,2013-03-05,aapl us equity,431.144,267757.2188,9.7765,0.012293
57,2013-03-04,aapl us equity,420.05,257339.3125,9.5249,0.012618
58,2013-03-03,aapl us equity,430.47,267124.3125,9.7612,0.012312
59,2013-02-28,aapl us equity,441.4,277388.1875,10.0091,0.012006999999999999
60,2013-02-27,aapl us equity,444.57,280365.0313,10.081,0.011921999999999999
61,2013-02-26,aapl us equity,448.97,284496.875,10.1807,0.011805
62,2013-02-25,aapl us equity,442.8,278702.875,10.0408,0.011969
63,2013-02-24,aapl us equity,450.81,286224.75,10.2224,0.011757
64,2013-02-21,aapl us equity,446.06,281764.2188,10.1147,0.011881999999999998
65,2013-02-20,aapl us equity,448.85,284384.1875,10.178,0.011808
66,2013-02-19,aapl us equity,459.99,294845.2813,10.4306,0.011522000000000001
67,2013-02-18,aapl us equity,460.16,295004.9375,10.4345,0.011517999999999999
68,2013-02-17,aapl us equity,460.16,295004.9375,10.4345,0.011517999999999999
69,2013-02-14,aapl us equity,466.59,301043.0625,10.5803,0.011359
70,2013-02-13,aapl us equity,467.01,301437.5,10.5898,0.011349
71,2013-02-12,aapl us equity,467.9,302273.2188,10.61,0.011327
72,2013-02-11,aapl us equity,479.93,313570.0938,10.8828,0.011043
73,2013-02-10,aapl us equity,474.98,308921.7813,10.7705,0.011158
74,2013-02-07,aapl us equity,468.22,302573.75,10.6172,0.011319
75,2013-02-06,aapl us equity,457.35,292357.3125,10.3707,0.011588000000000001
76,2013-02-05,aapl us equity,457.844,292821.1875,10.382,0.011576
77,2013-02-04,aapl us equity,442.316,278239.7813,10.0298,0.011982
78,2013-02-03,aapl us equity,453.62,288854.6875,10.286200000000001,0.011684000000000002
79,2013-01-31,aapl us equity,455.49,290610.6875,10.3286,0.011636
80,2013-01-30,aapl us equity,456.83,291868.9688,10.359,0.011602000000000001
81,2013-01-29,aapl us equity,458.27,293221.1875,10.3916,0.011565
82,2013-01-28,aapl us equity,449.83,285295.7188,10.2002,0.011781999999999999
83,2013-01-27,aapl us equity,439.88,275952.2813,9.9746,0.012049
84,2013-01-24,aapl us equity,450.5,285924.875,10.2154,0.011765
85,2013-01-23,aapl us equity,514.005,345558.5313,11.6554,0.010310999999999999
86,2013-01-22,aapl us equity,504.77,336886.5,11.446,0.0105
87,2013-01-21,aapl us equity,500.0,332407.2813,11.3379,0.0106
88,2013-01-20,aapl us equity,500.0,332407.2813,11.3379,0.0106
89,2013-01-17,aapl us equity,502.68,334923.9063,11.3986,0.010543
90,2013-01-16,aapl us equity,506.09,338126.0313,11.475999999999999,0.010471999999999999
91,2013-01-15,aapl us equity,485.92,319185.625,11.0186,0.010907
92,2013-01-14,aapl us equity,501.75,334050.5938,11.3776,0.010563
93,2013-01-13,aapl us equity,520.3,351469.75,11.7982,0.010185999999999999
94,2013-01-10,aapl us equity,523.51,354484.0938,11.871,0.010124
95,2013-01-09,aapl us equity,517.1,348464.8125,11.7256,0.010249
96,2013-01-08,aapl us equity,525.31,356174.3438,11.9118,0.010088999999999999
97,2013-01-07,aapl us equity,523.9,355716.5625,11.8798,0.010116
98,2013-01-06,aapl us equity,527.0,358632.6875,11.950099999999999,0.010057
99,2013-01-03,aapl us equity,542.096,372833.25,12.2924,0.009777000000000001
100,2013-01-02,aapl us equity,549.03,379356.1563,12.4497,0.009653
101,2013-01-01,aapl us equity,532.173,363498.8125,12.0674,0.009959
102,2012-12-31,aapl us equity,532.173,363498.8125,12.0674,0.009959
103,2012-12-30,aapl us equity,509.589,,,
104,2012-12-27,aapl us equity,515.06,363261.8125,11.663499999999999,0.005144999999999999
105,2012-12-26,aapl us equity,513.0,361323.5313,11.6168,0.005166
106,2012-12-25,aapl us equity,520.168,368066.9063,11.7792,0.005095
107,2012-12-24,aapl us equity,520.168,368066.9063,11.7792,0.005095
108,2012-12-23,aapl us equity,519.33,367278.5938,11.7602,0.005103
109,2012-12-20,aapl us equity,521.73,369536.4375,11.8145,0.005079
110,2012-12-19,aapl us equity,526.31,373844.5938,11.9183,0.0050349999999999995
111,2012-12-18,aapl us equity,533.9,380984.4688,12.0901,0.004963
112,2012-12-17,aapl us equity,518.83,366808.25,11.7489,0.0051080000000000006
113,2012-12-16,aapl us equity,509.794,358308.1563,11.5442,0.005198
114,2012-12-13,aapl us equity,529.69,377024.1563,11.9948,0.005003
115,2012-12-12,aapl us equity,539.0,385782.0,12.2056,0.004917
116,2012-12-11,aapl us equity,541.388,388028.375,12.2597,0.004895
117,2012-12-10,aapl us equity,529.821,377147.3125,11.9978,0.0050019999999999995
118,2012-12-09,aapl us equity,533.25,380373.0,12.0754,0.00497
119,2012-12-06,aapl us equity,547.245,393537.5313,12.3923,0.004842
120,2012-12-05,aapl us equity,538.792,385586.5938,12.2009,0.0049180000000000005
121,2012-12-04,aapl us equity,575.845,420442.1875,13.04,0.004602
122,2012-12-03,aapl us equity,586.19,430173.25,13.2742,0.004521
123,2012-12-02,aapl us equity,585.28,429317.25,13.2536,0.004528
124,2012-11-29,aapl us equity,589.36,433155.25,13.346,0.004496
125,2012-11-28,aapl us equity,582.94,427116.0,13.2006,0.004546
126,2012-11-27,aapl us equity,584.78,428846.875,13.2423,0.004532
127,2012-11-26,aapl us equity,589.53,433315.1875,13.3499,0.004495
128,2012-11-25,aapl us equity,571.5,416354.5,12.9416,0.004637
129,2012-11-22,aapl us equity,561.7,407135.6875,12.7197,0.004718
130,2012-11-21,aapl us equity,561.7,407135.6875,12.7197,0.004718
131,2012-11-20,aapl us equity,560.913,406395.75,12.7018,0.004724
132,2012-11-19,aapl us equity,565.73,410926.6875,12.8109,0.004684
133,2012-11-18,aapl us equity,527.678,375131.4375,11.9492,0.0050219999999999996
134,2012-11-15,aapl us equity,525.62,373195.5313,11.9026,0.005042
135,2012-11-14,aapl us equity,536.88,383787.7188,12.1576,0.004935999999999999
136,2012-11-13,aapl us equity,542.898,389448.8125,12.2939,0.004881
137,2012-11-12,aapl us equity,542.83,389384.8438,12.292300000000001,0.004882
138,2012-11-11,aapl us equity,547.06,393363.9688,12.3881,0.004844
139,2012-11-08,aapl us equity,537.75,384606.125,12.1773,0.004928
140,2012-11-07,aapl us equity,558.002,403656.9375,12.6359,0.004749
141,2012-11-06,aapl us equity,582.85,427030.875,13.1986,0.004547
142,2012-11-05,aapl us equity,584.621,428697.375,13.2387,0.004533
143,2012-11-04,aapl us equity,576.8,421340.125,13.0616,0.004594
144,2012-11-01,aapl us equity,596.54,439909.3125,13.5086,0.004442
145,2012-10-31,aapl us equity,595.32,438761.75,13.481,0.004451
146,2012-10-30,aapl us equity,604.0,446030.625,13.6775,0.004386999999999999
147,2012-10-29,aapl us equity,604.0,446030.625,13.6775,0.004386999999999999
148,2012-10-28,aapl us equity,604.0,446030.625,13.6775,0.004386999999999999
149,2012-10-25,aapl us equity,609.538,450133.625,13.8029,0.004348
150,2012-10-24,aapl us equity,616.83,456969.1875,13.9681,0.0042959999999999995
151,2012-10-23,aapl us equity,613.355,453712.0625,13.8894,0.00432
152,2012-10-22,aapl us equity,634.03,473092.5625,14.3576,0.00418
153,2012-10-21,aapl us equity,609.84,450416.6875,13.8098,0.004345
154,2012-10-18,aapl us equity,632.64,471789.5625,14.3261,0.004189
155,2012-10-17,aapl us equity,644.614,483013.625,14.5972,0.004111
156,2012-10-16,aapl us equity,649.793,487868.375,14.7145,0.004078
157,2012-10-15,aapl us equity,634.76,473776.8125,14.3741,0.004175
158,2012-10-14,aapl us equity,629.714,469046.6875,14.2598,0.004208
159,2012-10-11,aapl us equity,628.1,467533.6875,14.2233,0.004219
160,2012-10-10,aapl us equity,640.91,479541.875,14.5134,0.004135
161,2012-10-09,aapl us equity,635.85,474798.5625,14.3988,0.004168
162,2012-10-08,aapl us equity,638.17,476973.375,14.4513,0.004152
163,2012-10-07,aapl us equity,652.59,490490.8125,14.7779,0.004061
164,2012-10-04,aapl us equity,666.8,503811.3125,15.0996,0.003974
165,2012-10-03,aapl us equity,671.45,508170.25,15.2049,0.003947
166,2012-10-02,aapl us equity,661.31,498664.9375,14.9753,0.004007
167,2012-10-01,aapl us equity,659.39,496865.125,14.931799999999999,0.004019
168,2012-09-30,aapl us equity,667.105,,,
169,2012-09-27,aapl us equity,681.32,521452.4375,16.016,0.0
170,2012-09-26,aapl us equity,665.18,506322.6875,15.6366,0.0
171,2012-09-25,aapl us equity,673.54,514159.4375,15.8331,0.0
172,2012-09-24,aapl us equity,690.79,530329.6875,16.2386,0.0
173,2012-09-23,aapl us equity,700.095,539052.25,16.4573,0.0
174,2012-09-20,aapl us equity,698.7,537744.5625,16.4245,0.0
175,2012-09-19,aapl us equity,702.1,540931.75,16.5045,0.0
176,2012-09-18,aapl us equity,701.91,540753.625,16.5,0.0
177,2012-09-17,aapl us equity,699.781,538757.9375,16.45,0.0
178,2012-09-16,aapl us equity,691.28,530789.0625,16.2501,0.0
179,2012-09-13,aapl us equity,682.98,523008.5625,16.055,0.0
180,2012-09-12,aapl us equity,669.79,510644.125,15.7449,0.0
181,2012-09-11,aapl us equity,660.59,502020.0625,15.5287,0.0
182,2012-09-10,aapl us equity,662.74,504035.4375,15.5792,0.0
183,2012-09-09,aapl us equity,680.44,520627.5625,15.9953,0.0
184,2012-09-06,aapl us equity,676.27,516718.5625,15.8973,0.0
185,2012-09-05,aapl us equity,670.23,511056.625,15.7553,0.0
186,2012-09-04,aapl us equity,674.97,515499.875,15.8667,0.0
187,2012-09-03,aapl us equity,665.24,506378.9375,15.638,0.0
188,2012-09-02,aapl us equity,665.24,506378.9375,15.638,0.0
189,2012-08-30,aapl us equity,663.868,505092.8125,15.6057,0.0
190,2012-08-29,aapl us equity,673.466,514090.0625,15.8314,0.0
191,2012-08-28,aapl us equity,674.8,515340.5625,15.8627,0.0
192,2012-08-27,aapl us equity,675.68,516165.5,15.8834,0.0
193,2012-08-26,aapl us equity,663.222,504487.25,15.5906,0.0
194,2012-08-23,aapl us equity,662.63,503932.3125,15.5766,0.0
195,2012-08-22,aapl us equity,668.87,509781.75,15.7233,0.0
196,2012-08-21,aapl us equity,656.062,497775.4375,15.4222,0.0
197,2012-08-20,aapl us equity,665.15,506294.625,15.6359,0.0
198,2012-08-19,aapl us equity,648.11,490321.1875,15.2353,0.0
199,2012-08-16,aapl us equity,636.34,479287.9375,14.9586,0.0
200,2012-08-15,aapl us equity,630.83,474122.8125,14.8291,0.0
201,2012-08-14,aapl us equity,631.69,474929.0,14.8493,0.0
202,2012-08-13,aapl us equity,630.0,473344.75,14.8096,0.0
203,2012-08-12,aapl us equity,621.7,465564.3125,14.6145,0.0
204,2012-08-09,aapl us equity,620.73,464655.0,14.5917,0.0
205,2012-08-08,aapl us equity,619.86,463839.5,14.5712,0.0
206,2012-08-07,aapl us equity,620.914,464827.5,14.596,0.0
207,2012-08-06,aapl us equity,622.55,466361.125,14.6345,0.0
208,2012-08-05,aapl us equity,615.7,459939.875,14.4734,0.0
209,2012-08-02,aapl us equity,607.79,452525.0,14.2875,0.0
210,2012-08-01,aapl us equity,606.81,451606.3125,14.2645,0.0
211,2012-07-31,aapl us equity,610.76,455309.0625,14.3573,0.0
212,2012-07-30,aapl us equity,595.03,440563.6875,13.9875,0.0
213,2012-07-29,aapl us equity,585.16,431311.5,13.7555,0.0
214,2012-07-26,aapl us equity,574.88,421674.9375,13.5139,0.0
215,2012-07-25,aapl us equity,574.97,421759.3125,13.516,0.0
216,2012-07-24,aapl us equity,600.92,444676.4375,14.126,0.0
217,2012-07-23,aapl us equity,603.83,447397.5,14.1944,0.0
218,2012-07-22,aapl us equity,604.3,447836.9375,14.2055,0.0
219,2012-07-19,aapl us equity,614.32,457206.3125,14.441,0.0
220,2012-07-18,aapl us equity,606.26,449669.6875,14.2515,0.0
221,2012-07-17,aapl us equity,606.94,450305.5625,14.2675,0.0
222,2012-07-16,aapl us equity,606.91,450277.4375,14.2668,0.0
223,2012-07-15,aapl us equity,604.97,448463.4375,14.2212,0.0
224,2012-07-12,aapl us equity,598.9,442787.625,14.0785,0.0
225,2012-07-11,aapl us equity,604.43,447958.5,14.2085,0.0
226,2012-07-10,aapl us equity,608.21,451493.0625,14.2974,0.0
227,2012-07-09,aapl us equity,613.89,456804.25,14.4309,0.0
228,2012-07-08,aapl us equity,605.88,449314.375,14.2426,0.0
229,2012-07-05,aapl us equity,609.94,453110.6875,14.338,0.0
230,2012-07-04,aapl us equity,599.41,443264.5,14.0905,0.0
231,2012-07-03,aapl us equity,599.41,443264.5,14.0905,0.0
232,2012-07-02,aapl us equity,592.52,436821.9375,13.9285,0.0
233,2012-07-01,aapl us equity,584.0,,,
234,2012-06-28,aapl us equity,569.05,421921.0,13.8759,0.0
235,2012-06-27,aapl us equity,574.5,427017.125,14.0088,0.0
236,2012-06-26,aapl us equity,572.025,424702.875,13.9484,0.0
237,2012-06-25,aapl us equity,570.765,423524.6875,13.9177,0.0
238,2012-06-24,aapl us equity,582.1,434123.5625,14.1941,0.0
239,2012-06-21,aapl us equity,577.67,429981.25,14.0861,0.0
240,2012-06-20,aapl us equity,585.741,437528.1875,14.2829,0.0
241,2012-06-19,aapl us equity,587.41,439088.75,14.3236,0.0
242,2012-06-18,aapl us equity,585.78,437564.625,14.2838,0.0
243,2012-06-17,aapl us equity,574.13,426671.125,13.9998,0.0
244,2012-06-14,aapl us equity,571.53,424240.0,13.9364,0.0
245,2012-06-13,aapl us equity,572.16,424829.0625,13.9517,0.0
246,2012-06-12,aapl us equity,576.16,428569.3125,14.0493,0.0
247,2012-06-11,aapl us equity,571.17,423903.375,13.9276,0.0
248,2012-06-10,aapl us equity,580.32,432459.1875,14.1507,0.0
249,2012-06-07,aapl us equity,571.72,424417.625,13.941,0.0
250,2012-06-06,aapl us equity,571.46,424174.5625,13.9347,0.0
251,2012-06-05,aapl us equity,562.83,416104.9375,13.7242,0.0
252,2012-06-04,aapl us equity,564.29,417470.125,13.7598,0.0
253,2012-06-03,aapl us equity,560.99,414384.4375,13.6793,0.0
254,2012-05-31,aapl us equity,577.73,430037.375,14.0875,0.0
255,2012-05-30,aapl us equity,579.17,431383.8125,14.1227,0.0
256,2012-05-29,aapl us equity,572.27,424931.9375,13.9544,0.0
257,2012-05-28,aapl us equity,562.29,415600.0,13.711,0.0
258,2012-05-27,aapl us equity,562.29,415600.0,13.711,0.0
259,2012-05-24,aapl us equity,565.32,418433.25,13.7849,0.0
260,2012-05-23,aapl us equity,570.56,423333.0,13.9127,0.0
261,2012-05-22,aapl us equity,556.97,410625.4688,13.5813,0.0
262,2012-05-21,aapl us equity,561.28,414655.625,13.6864,0.0
263,2012-05-20,aapl us equity,530.38,385762.1875,12.9329,0.0
264,2012-05-17,aapl us equity,530.12,385519.0625,12.9266,0.0
265,2012-05-16,aapl us equity,546.075,400438.0,13.3157,0.0
266,2012-05-15,aapl us equity,553.17,407072.2188,13.4887,0.0
267,2012-05-14,aapl us equity,558.22,411794.2813,13.6118,0.0
268,2012-05-13,aapl us equity,566.71,419733.0,13.8188,0.0
269,2012-05-10,aapl us equity,570.52,423295.5625,13.9117,0.0
270,2012-05-09,aapl us equity,569.18,422042.5625,13.8791,0.0
271,2012-05-08,aapl us equity,568.18,421107.5,13.8547,0.0
272,2012-05-07,aapl us equity,569.48,422323.0625,13.8864,0.0
273,2012-05-06,aapl us equity,565.25,418367.8125,13.7832,0.0
274,2012-05-03,aapl us equity,581.82,433861.75,14.1873,0.0
275,2012-05-02,aapl us equity,585.98,437751.625,14.2887,0.0
276,2012-05-01,aapl us equity,582.13,434151.625,14.1948,0.0
277,2012-04-30,aapl us equity,583.98,435881.5,14.2399,0.0
278,2012-04-29,aapl us equity,603.0,453666.375,14.7037,0.0
279,2012-04-26,aapl us equity,607.7,458061.1875,14.8183,0.0
280,2012-04-25,aapl us equity,610.0,460211.8125,14.8744,0.0
281,2012-04-24,aapl us equity,560.28,412212.2813,13.662,0.0
282,2012-04-23,aapl us equity,571.7,422859.9375,13.9405,0.0
283,2012-04-22,aapl us equity,572.98,424053.375,13.9717,0.0
284,2012-04-19,aapl us equity,587.44,437535.4375,14.3243,0.0
285,2012-04-18,aapl us equity,608.34,457022.0,14.8339,0.0
286,2012-04-17,aapl us equity,609.7,458290.0,14.8671,0.0
287,2012-04-16,aapl us equity,580.13,430719.8125,14.1461,0.0
288,2012-04-15,aapl us equity,605.23,454122.25,14.7581,0.0
289,2012-04-12,aapl us equity,622.77,470476.0625,15.1858,0.0
290,2012-04-11,aapl us equity,626.2,473674.125,15.2694,0.0
291,2012-04-10,aapl us equity,628.44,475762.625,15.3241,0.0
292,2012-04-09,aapl us equity,636.23,483025.75,15.514,0.0
293,2012-04-08,aapl us equity,633.68,480648.1875,15.4518,0.0
294,2012-04-05,aapl us equity,633.68,480648.1875,15.4518,0.0
295,2012-04-04,aapl us equity,624.31,471911.9375,15.2234,0.0
296,2012-04-03,aapl us equity,629.32,476583.125,15.3455,0.0
297,2012-04-02,aapl us equity,618.63,466616.0625,15.0849,0.0
298,2012-04-01,aapl us equity,599.55,,,
299,2012-03-29,aapl us equity,609.86,471014.125,17.37,0.0
300,2012-03-28,aapl us equity,617.62,478249.375,17.591,0.0
301,2012-03-27,aapl us equity,614.48,475321.6875,17.5016,0.0
302,2012-03-26,aapl us equity,606.98,468328.9375,17.288,0.0
303,2012-03-25,aapl us equity,596.05,458138.125,16.9766,0.0
304,2012-03-22,aapl us equity,599.34,461205.6875,17.0704,0.0
305,2012-03-21,aapl us equity,602.5,464151.9375,17.1604,0.0
306,2012-03-20,aapl us equity,605.96,467377.9375,17.2589,0.0
307,2012-03-19,aapl us equity,601.1,462846.5625,17.1205,0.0
308,2012-03-18,aapl us equity,585.57,448366.9375,16.6782,0.0
309,2012-03-15,aapl us equity,585.56,448357.5625,16.6779,0.0
310,2012-03-14,aapl us equity,589.58,452105.75,16.7924,0.0
311,2012-03-13,aapl us equity,568.1,432078.375,16.1806,0.0
312,2012-03-12,aapl us equity,552.0,417067.25,15.722,0.0
313,2012-03-11,aapl us equity,545.17,410699.125,15.5275,0.0
314,2012-03-08,aapl us equity,541.99,407734.2188,15.4369,0.0
315,2012-03-07,aapl us equity,530.69,397198.4375,15.1151,0.0
316,2012-03-06,aapl us equity,530.26,396797.5313,15.1028,0.0
317,2012-03-05,aapl us equity,533.16,399501.375,15.1854,0.0
318,2012-03-04,aapl us equity,545.18,410708.4688,15.5278,0.0
319,2012-03-01,aapl us equity,544.47,410046.4688,15.5075,0.0
320,2012-02-29,aapl us equity,542.44,408153.7813,15.4497,0.0
321,2012-02-28,aapl us equity,535.41,401599.1875,15.2495,0.0
322,2012-02-27,aapl us equity,525.76,392601.875,14.9747,0.0
323,2012-02-26,aapl us equity,522.41,389478.375,14.8792,0.0
324,2012-02-23,aapl us equity,516.39,383865.5625,14.7078,0.0
325,2012-02-22,aapl us equity,513.04,380742.0938,14.612400000000001,0.0
326,2012-02-21,aapl us equity,514.85,382429.6563,14.6639,0.0
327,2012-02-20,aapl us equity,502.12,370560.625,14.3013,0.0
328,2012-02-19,aapl us equity,502.12,370560.625,14.3013,0.0
329,2012-02-16,aapl us equity,502.21,370644.5313,14.3039,0.0
330,2012-02-15,aapl us equity,497.67,366411.5938,14.1746,0.0
331,2012-02-14,aapl us equity,509.46,377404.2188,14.5104,0.0
332,2012-02-13,aapl us equity,502.6,371008.1563,14.315,0.0
333,2012-02-12,aapl us equity,493.42,362449.0313,14.0535,0.0
334,2012-02-09,aapl us equity,493.17,362215.9375,14.0464,0.0
335,2012-02-08,aapl us equity,476.68,346841.125,13.5768,0.0
336,2012-02-07,aapl us equity,468.83,339522.0,13.3532,0.0
337,2012-02-06,aapl us equity,463.97,334990.7188,13.2148,0.0
338,2012-02-05,aapl us equity,459.68,330990.8438,13.0926,0.0
339,2012-02-02,aapl us equity,455.12,326739.2188,12.9627,0.0
340,2012-02-01,aapl us equity,456.19,327736.875,12.9932,0.0
341,2012-01-31,aapl us equity,456.48,328007.2813,13.0014,0.0
342,2012-01-30,aapl us equity,453.01,324771.9375,12.9026,0.0
343,2012-01-29,aapl us equity,447.28,319429.4375,12.7394,0.0
344,2012-01-26,aapl us equity,444.63,316958.6875,12.6639,0.0
345,2012-01-25,aapl us equity,446.66,318851.375,12.7217,0.0
346,2012-01-24,aapl us equity,420.41,294282.2188,11.9741,0.0
347,2012-01-23,aapl us equity,427.409,300806.2813,12.1734,0.0
348,2012-01-22,aapl us equity,420.3,294179.6563,11.9709,0.0
349,2012-01-19,aapl us equity,427.75,301124.1563,12.1831,0.0
350,2012-01-18,aapl us equity,429.11,302391.875,12.2219,0.0
351,2012-01-17,aapl us equity,424.7,298281.125,12.0963,0.0
352,2012-01-16,aapl us equity,419.81,293722.9063,11.957,0.0
353,2012-01-15,aapl us equity,419.81,293722.9063,11.957,0.0
354,2012-01-12,aapl us equity,421.39,295195.7188,12.002,0.0
355,2012-01-11,aapl us equity,422.55,296277.0,12.035,0.0
356,2012-01-10,aapl us equity,423.24,296920.1563,12.0547,0.0
357,2012-01-09,aapl us equity,421.73,295512.6563,12.0117,0.0
358,2012-01-08,aapl us equity,422.4,294981.3438,12.0308,0.0
359,2012-01-05,aapl us equity,418.03,290919.8438,11.9063,0.0
360,2012-01-04,aapl us equity,413.44,286653.8438,11.7756,0.0
361,2012-01-03,aapl us equity,411.23,284599.875,11.7126,0.0
362,2012-01-02,aapl us equity,405.0,,,
363,2012-01-01,aapl us equity,405.0,,,
364,2011-12-29,aapl us equity,405.12,294952.1563,14.6411,0.0
365,2011-12-28,aapl us equity,402.64,292647.25,14.5515,0.0
366,2011-12-27,aapl us equity,406.53,296262.625,14.6921,0.0
367,2011-12-26,aapl us equity,403.33,293288.5313,14.5764,0.0
368,2011-12-25,aapl us equity,403.33,293288.5313,14.5764,0.0
369,2011-12-22,aapl us equity,398.55,288845.9375,14.4037,0.0
370,2011-12-21,aapl us equity,396.445,286889.5625,14.3276,0.0
371,2011-12-20,aapl us equity,395.95,286429.5,14.3097,0.0
372,2011-12-19,aapl us equity,382.21,273659.4063,13.8132,0.0
373,2011-12-18,aapl us equity,381.02,272553.4063,13.7701,0.0
374,2011-12-15,aapl us equity,378.94,270620.25,13.695,0.0
375,2011-12-14,aapl us equity,380.19,271782.0,13.7402,0.0
376,2011-12-13,aapl us equity,388.81,279793.5,14.0517,0.0
377,2011-12-12,aapl us equity,391.84,282609.625,14.161200000000001,0.0
378,2011-12-11,aapl us equity,393.62,284263.9688,14.2255,0.0
379,2011-12-08,aapl us equity,390.66,281512.9375,14.1185,0.0
380,2011-12-07,aapl us equity,389.09,280053.75,14.0618,0.0
381,2011-12-06,aapl us equity,390.95,281782.4688,14.129,0.0
382,2011-12-05,aapl us equity,393.01,283697.0313,14.2035,0.0
383,2011-12-04,aapl us equity,389.7,280620.6875,14.0838,0.0
384,2011-12-01,aapl us equity,387.93,278975.625,14.0199,0.0
385,2011-11-30,aapl us equity,382.2,273650.125,13.8128,0.0
386,2011-11-29,aapl us equity,373.2,265285.4375,13.4875,0.0
387,2011-11-28,aapl us equity,376.12,267999.3125,13.5931,0.0
388,2011-11-27,aapl us equity,363.57,256335.25,13.1395,0.0
389,2011-11-24,aapl us equity,366.99,259513.8125,13.2631,0.0
390,2011-11-23,aapl us equity,366.99,259513.8125,13.2631,0.0
391,2011-11-22,aapl us equity,376.51,268361.7813,13.6072,0.0
392,2011-11-21,aapl us equity,369.01,261391.2188,13.3361,0.0
393,2011-11-20,aapl us equity,374.94,266902.625,13.5504,0.0
394,2011-11-17,aapl us equity,377.41,269198.25,13.6397,0.0
395,2011-11-16,aapl us equity,384.77,276038.6875,13.9057,0.0
