,DATE,COMPANY,TRAIL_12M_EBITDA,EBITDA_MARGIN
0,2013-05-22,aapl us equity,57381.0,0.339324
1,2013-05-21,aapl us equity,57381.0,0.339324
2,2013-05-20,aapl us equity,57381.0,0.339324
3,2013-05-19,aapl us equity,57381.0,0.339324
4,2013-05-16,aapl us equity,57381.0,0.339324
5,2013-05-15,aapl us equity,57381.0,0.339324
6,2013-05-14,aapl us equity,57381.0,0.339324
7,2013-05-13,aapl us equity,57381.0,0.339324
8,2013-05-12,aapl us equity,57381.0,0.339324
9,2013-05-09,aapl us equity,57381.0,0.339324
10,2013-05-08,aapl us equity,57381.0,0.339324
11,2013-05-07,aapl us equity,57381.0,0.339324
12,2013-05-06,aapl us equity,57381.0,0.339324
13,2013-05-05,aapl us equity,57381.0,0.339324
14,2013-05-02,aapl us equity,57381.0,0.339324
15,2013-05-01,aapl us equity,57381.0,0.339324
16,2013-04-30,aapl us equity,57381.0,0.339324
17,2013-04-29,aapl us equity,57381.0,0.339324
18,2013-04-28,aapl us equity,57381.0,0.339324
19,2013-04-25,aapl us equity,57381.0,0.339324
20,2013-04-24,aapl us equity,57381.0,0.339324
21,2013-04-23,aapl us equity,57381.0,0.339324
22,2013-04-22,aapl us equity,57381.0,0.339324
23,2013-04-21,aapl us equity,57381.0,0.339324
24,2013-04-18,aapl us equity,57381.0,0.339324
25,2013-04-17,aapl us equity,57381.0,0.339324
26,2013-04-16,aapl us equity,57381.0,0.339324
27,2013-04-15,aapl us equity,57381.0,0.339324
28,2013-04-14,aapl us equity,57381.0,0.339324
29,2013-04-11,aapl us equity,57381.0,0.339324
30,2013-04-10,aapl us equity,57381.0,0.339324
31,2013-04-09,aapl us equity,57381.0,0.339324
32,2013-04-08,aapl us equity,57381.0,0.339324
33,2013-04-07,aapl us equity,57381.0,0.339324
34,2013-04-04,aapl us equity,57381.0,0.339324
35,2013-04-03,aapl us equity,57381.0,0.339324
36,2013-04-02,aapl us equity,57381.0,0.339324
37,2013-04-01,aapl us equity,57381.0,0.339324
38,2013-03-31,aapl us equity,57381.0,0.339324
39,2013-03-28,aapl us equity,59255.0,0.359804
40,2013-03-27,aapl us equity,59255.0,0.359804
41,2013-03-26,aapl us equity,59255.0,0.359804
42,2013-03-25,aapl us equity,59255.0,0.359804
43,2013-03-24,aapl us equity,59255.0,0.359804
44,2013-03-21,aapl us equity,59255.0,0.359804
45,2013-03-20,aapl us equity,59255.0,0.359804
46,2013-03-19,aapl us equity,59255.0,0.359804
47,2013-03-18,aapl us equity,59255.0,0.359804
48,2013-03-17,aapl us equity,59255.0,0.359804
49,2013-03-14,aapl us equity,59255.0,0.359804
50,2013-03-13,aapl us equity,59255.0,0.359804
51,2013-03-12,aapl us equity,59255.0,0.359804
52,2013-03-11,aapl us equity,59255.0,0.359804
53,2013-03-10,aapl us equity,59255.0,0.359804
54,2013-03-07,aapl us equity,59255.0,0.359804
55,2013-03-06,aapl us equity,59255.0,0.359804
56,2013-03-05,aapl us equity,59255.0,0.359804
57,2013-03-04,aapl us equity,59255.0,0.359804
58,2013-03-03,aapl us equity,59255.0,0.359804
59,2013-02-28,aapl us equity,59255.0,0.359804
60,2013-02-27,aapl us equity,59255.0,0.359804
61,2013-02-26,aapl us equity,59255.0,0.359804
62,2013-02-25,aapl us equity,59255.0,0.359804
63,2013-02-24,aapl us equity,59255.0,0.359804
64,2013-02-21,aapl us equity,59255.0,0.359804
65,2013-02-20,aapl us equity,59255.0,0.359804
66,2013-02-19,aapl us equity,59255.0,0.359804
67,2013-02-18,aapl us equity,59255.0,0.359804
68,2013-02-17,aapl us equity,59255.0,0.359804
69,2013-02-14,aapl us equity,59255.0,0.359804
70,2013-02-13,aapl us equity,59255.0,0.359804
71,2013-02-12,aapl us equity,59255.0,0.359804
72,2013-02-11,aapl us equity,59255.0,0.359804
73,2013-02-10,aapl us equity,59255.0,0.359804
74,2013-02-07,aapl us equity,59255.0,0.359804
75,2013-02-06,aapl us equity,59255.0,0.359804
76,2013-02-05,aapl us equity,59255.0,0.359804
77,2013-02-04,aapl us equity,59255.0,0.359804
78,2013-02-03,aapl us equity,59255.0,0.359804
79,2013-01-31,aapl us equity,59255.0,0.359804
80,2013-01-30,aapl us equity,59255.0,0.359804
81,2013-01-29,aapl us equity,59255.0,0.359804
82,2013-01-28,aapl us equity,59255.0,0.359804
83,2013-01-27,aapl us equity,59255.0,0.359804
84,2013-01-24,aapl us equity,59255.0,0.359804
85,2013-01-23,aapl us equity,59255.0,0.359804
86,2013-01-22,aapl us equity,59255.0,0.359804
87,2013-01-21,aapl us equity,59255.0,0.359804
88,2013-01-20,aapl us equity,59255.0,0.359804
89,2013-01-17,aapl us equity,59255.0,0.359804
90,2013-01-16,aapl us equity,59255.0,0.359804
91,2013-01-15,aapl us equity,59255.0,0.359804
92,2013-01-14,aapl us equity,59255.0,0.359804
93,2013-01-13,aapl us equity,59255.0,0.359804
94,2013-01-10,aapl us equity,59255.0,0.359804
95,2013-01-09,aapl us equity,59255.0,0.359804
96,2013-01-08,aapl us equity,59255.0,0.359804
97,2013-01-07,aapl us equity,59255.0,0.359804
98,2013-01-06,aapl us equity,59255.0,0.359804
99,2013-01-03,aapl us equity,59255.0,0.359804
100,2013-01-02,aapl us equity,59255.0,0.359804
101,2013-01-01,aapl us equity,59255.0,0.359804
102,2012-12-31,aapl us equity,59255.0,0.359804
103,2012-12-30,aapl us equity,59255.0,0.359804
104,2012-12-27,aapl us equity,58518.0,0.373898
105,2012-12-26,aapl us equity,58518.0,0.373898
106,2012-12-25,aapl us equity,58518.0,0.373898
107,2012-12-24,aapl us equity,58518.0,0.373898
108,2012-12-23,aapl us equity,58518.0,0.373898
109,2012-12-20,aapl us equity,58518.0,0.373898
110,2012-12-19,aapl us equity,58518.0,0.373898
111,2012-12-18,aapl us equity,58518.0,0.373898
112,2012-12-17,aapl us equity,58518.0,0.373898
113,2012-12-16,aapl us equity,58518.0,0.373898
114,2012-12-13,aapl us equity,58518.0,0.373898
115,2012-12-12,aapl us equity,58518.0,0.373898
116,2012-12-11,aapl us equity,58518.0,0.373898
117,2012-12-10,aapl us equity,58518.0,0.373898
118,2012-12-09,aapl us equity,58518.0,0.373898
119,2012-12-06,aapl us equity,58518.0,0.373898
120,2012-12-05,aapl us equity,58518.0,0.373898
121,2012-12-04,aapl us equity,58518.0,0.373898
122,2012-12-03,aapl us equity,58518.0,0.373898
123,2012-12-02,aapl us equity,58518.0,0.373898
124,2012-11-29,aapl us equity,58518.0,0.373898
125,2012-11-28,aapl us equity,58518.0,0.373898
126,2012-11-27,aapl us equity,58518.0,0.373898
127,2012-11-26,aapl us equity,58518.0,0.373898
128,2012-11-25,aapl us equity,58518.0,0.373898
129,2012-11-22,aapl us equity,58518.0,0.373898
130,2012-11-21,aapl us equity,58518.0,0.373898
131,2012-11-20,aapl us equity,58518.0,0.373898
132,2012-11-19,aapl us equity,58518.0,0.373898
133,2012-11-18,aapl us equity,58518.0,0.373898
134,2012-11-15,aapl us equity,58518.0,0.373898
135,2012-11-14,aapl us equity,58518.0,0.373898
136,2012-11-13,aapl us equity,58518.0,0.373898
137,2012-11-12,aapl us equity,58518.0,0.373898
138,2012-11-11,aapl us equity,58518.0,0.373898
139,2012-11-08,aapl us equity,58518.0,0.373898
140,2012-11-07,aapl us equity,58518.0,0.373898
141,2012-11-06,aapl us equity,58518.0,0.373898
142,2012-11-05,aapl us equity,58518.0,0.373898
143,2012-11-04,aapl us equity,58518.0,0.373898
144,2012-11-01,aapl us equity,58518.0,0.373898
145,2012-10-31,aapl us equity,58518.0,0.373898
146,2012-10-30,aapl us equity,58518.0,0.373898
147,2012-10-29,aapl us equity,58518.0,0.373898
148,2012-10-28,aapl us equity,58518.0,0.373898
149,2012-10-25,aapl us equity,58518.0,0.373898
150,2012-10-24,aapl us equity,58518.0,0.373898
151,2012-10-23,aapl us equity,58518.0,0.373898
152,2012-10-22,aapl us equity,58518.0,0.373898
153,2012-10-21,aapl us equity,58518.0,0.373898
154,2012-10-18,aapl us equity,58518.0,0.373898
155,2012-10-17,aapl us equity,58518.0,0.373898
156,2012-10-16,aapl us equity,58518.0,0.373898
157,2012-10-15,aapl us equity,58518.0,0.373898
158,2012-10-14,aapl us equity,58518.0,0.373898
159,2012-10-11,aapl us equity,58518.0,0.373898
160,2012-10-10,aapl us equity,58518.0,0.373898
161,2012-10-09,aapl us equity,58518.0,0.373898
162,2012-10-08,aapl us equity,58518.0,0.373898
163,2012-10-07,aapl us equity,58518.0,0.373898
164,2012-10-04,aapl us equity,58518.0,0.373898
165,2012-10-03,aapl us equity,58518.0,0.373898
166,2012-10-02,aapl us equity,58518.0,0.373898
167,2012-10-01,aapl us equity,58518.0,0.373898
168,2012-09-30,aapl us equity,58518.0,0.373898
169,2012-09-27,aapl us equity,55846.0,0.37527900000000003
170,2012-09-26,aapl us equity,55846.0,0.37527900000000003
171,2012-09-25,aapl us equity,55846.0,0.37527900000000003
172,2012-09-24,aapl us equity,55846.0,0.37527900000000003
173,2012-09-23,aapl us equity,55846.0,0.37527900000000003
174,2012-09-20,aapl us equity,55846.0,0.37527900000000003
175,2012-09-19,aapl us equity,55846.0,0.37527900000000003
176,2012-09-18,aapl us equity,55846.0,0.37527900000000003
177,2012-09-17,aapl us equity,55846.0,0.37527900000000003
178,2012-09-16,aapl us equity,55846.0,0.37527900000000003
179,2012-09-13,aapl us equity,55846.0,0.37527900000000003
180,2012-09-12,aapl us equity,55846.0,0.37527900000000003
181,2012-09-11,aapl us equity,55846.0,0.37527900000000003
182,2012-09-10,aapl us equity,55846.0,0.37527900000000003
183,2012-09-09,aapl us equity,55846.0,0.37527900000000003
184,2012-09-06,aapl us equity,55846.0,0.37527900000000003
185,2012-09-05,aapl us equity,55846.0,0.37527900000000003
186,2012-09-04,aapl us equity,55846.0,0.37527900000000003
187,2012-09-03,aapl us equity,55846.0,0.37527900000000003
188,2012-09-02,aapl us equity,55846.0,0.37527900000000003
189,2012-08-30,aapl us equity,55846.0,0.37527900000000003
190,2012-08-29,aapl us equity,55846.0,0.37527900000000003
191,2012-08-28,aapl us equity,55846.0,0.37527900000000003
192,2012-08-27,aapl us equity,55846.0,0.37527900000000003
193,2012-08-26,aapl us equity,55846.0,0.37527900000000003
194,2012-08-23,aapl us equity,55846.0,0.37527900000000003
195,2012-08-22,aapl us equity,55846.0,0.37527900000000003
196,2012-08-21,aapl us equity,55846.0,0.37527900000000003
197,2012-08-20,aapl us equity,55846.0,0.37527900000000003
198,2012-08-19,aapl us equity,55846.0,0.37527900000000003
199,2012-08-16,aapl us equity,55846.0,0.37527900000000003
200,2012-08-15,aapl us equity,55846.0,0.37527900000000003
201,2012-08-14,aapl us equity,55846.0,0.37527900000000003
202,2012-08-13,aapl us equity,55846.0,0.37527900000000003
203,2012-08-12,aapl us equity,55846.0,0.37527900000000003
204,2012-08-09,aapl us equity,55846.0,0.37527900000000003
205,2012-08-08,aapl us equity,55846.0,0.37527900000000003
206,2012-08-07,aapl us equity,55846.0,0.37527900000000003
207,2012-08-06,aapl us equity,55846.0,0.37527900000000003
208,2012-08-05,aapl us equity,55846.0,0.37527900000000003
209,2012-08-02,aapl us equity,55846.0,0.37527900000000003
210,2012-08-01,aapl us equity,55846.0,0.37527900000000003
211,2012-07-31,aapl us equity,55846.0,0.37527900000000003
212,2012-07-30,aapl us equity,55846.0,0.37527900000000003
213,2012-07-29,aapl us equity,55846.0,0.37527900000000003
214,2012-07-26,aapl us equity,55846.0,0.37527900000000003
215,2012-07-25,aapl us equity,55846.0,0.37527900000000003
216,2012-07-24,aapl us equity,55846.0,0.37527900000000003
217,2012-07-23,aapl us equity,55846.0,0.37527900000000003
218,2012-07-22,aapl us equity,55846.0,0.37527900000000003
219,2012-07-19,aapl us equity,55846.0,0.37527900000000003
220,2012-07-18,aapl us equity,55846.0,0.37527900000000003
221,2012-07-17,aapl us equity,55846.0,0.37527900000000003
222,2012-07-16,aapl us equity,55846.0,0.37527900000000003
223,2012-07-15,aapl us equity,55846.0,0.37527900000000003
224,2012-07-12,aapl us equity,55846.0,0.37527900000000003
225,2012-07-11,aapl us equity,55846.0,0.37527900000000003
226,2012-07-10,aapl us equity,55846.0,0.37527900000000003
227,2012-07-09,aapl us equity,55846.0,0.37527900000000003
228,2012-07-08,aapl us equity,55846.0,0.37527900000000003
229,2012-07-05,aapl us equity,55846.0,0.37527900000000003
230,2012-07-04,aapl us equity,55846.0,0.37527900000000003
231,2012-07-03,aapl us equity,55846.0,0.37527900000000003
232,2012-07-02,aapl us equity,55846.0,0.37527900000000003
233,2012-07-01,aapl us equity,55846.0,0.37527900000000003
234,2012-06-28,aapl us equity,53298.0,0.37438899999999997
235,2012-06-27,aapl us equity,53298.0,0.37438899999999997
236,2012-06-26,aapl us equity,53298.0,0.37438899999999997
237,2012-06-25,aapl us equity,53298.0,0.37438899999999997
238,2012-06-24,aapl us equity,53298.0,0.37438899999999997
239,2012-06-21,aapl us equity,53298.0,0.37438899999999997
240,2012-06-20,aapl us equity,53298.0,0.37438899999999997
241,2012-06-19,aapl us equity,53298.0,0.37438899999999997
242,2012-06-18,aapl us equity,53298.0,0.37438899999999997
243,2012-06-17,aapl us equity,53298.0,0.37438899999999997
244,2012-06-14,aapl us equity,53298.0,0.37438899999999997
245,2012-06-13,aapl us equity,53298.0,0.37438899999999997
246,2012-06-12,aapl us equity,53298.0,0.37438899999999997
247,2012-06-11,aapl us equity,53298.0,0.37438899999999997
248,2012-06-10,aapl us equity,53298.0,0.37438899999999997
249,2012-06-07,aapl us equity,53298.0,0.37438899999999997
250,2012-06-06,aapl us equity,53298.0,0.37438899999999997
251,2012-06-05,aapl us equity,53298.0,0.37438899999999997
252,2012-06-04,aapl us equity,53298.0,0.37438899999999997
253,2012-06-03,aapl us equity,53298.0,0.37438899999999997
254,2012-05-31,aapl us equity,53298.0,0.37438899999999997
255,2012-05-30,aapl us equity,53298.0,0.37438899999999997
256,2012-05-29,aapl us equity,53298.0,0.37438899999999997
257,2012-05-28,aapl us equity,53298.0,0.37438899999999997
258,2012-05-27,aapl us equity,53298.0,0.37438899999999997
259,2012-05-24,aapl us equity,53298.0,0.37438899999999997
260,2012-05-23,aapl us equity,53298.0,0.37438899999999997
261,2012-05-22,aapl us equity,53298.0,0.37438899999999997
262,2012-05-21,aapl us equity,53298.0,0.37438899999999997
263,2012-05-20,aapl us equity,53298.0,0.37438899999999997
264,2012-05-17,aapl us equity,53298.0,0.37438899999999997
265,2012-05-16,aapl us equity,53298.0,0.37438899999999997
266,2012-05-15,aapl us equity,53298.0,0.37438899999999997
267,2012-05-14,aapl us equity,53298.0,0.37438899999999997
268,2012-05-13,aapl us equity,53298.0,0.37438899999999997
269,2012-05-10,aapl us equity,53298.0,0.37438899999999997
270,2012-05-09,aapl us equity,53298.0,0.37438899999999997
271,2012-05-08,aapl us equity,53298.0,0.37438899999999997
272,2012-05-07,aapl us equity,53298.0,0.37438899999999997
273,2012-05-06,aapl us equity,53298.0,0.37438899999999997
274,2012-05-03,aapl us equity,53298.0,0.37438899999999997
275,2012-05-02,aapl us equity,53298.0,0.37438899999999997
276,2012-05-01,aapl us equity,53298.0,0.37438899999999997
277,2012-04-30,aapl us equity,53298.0,0.37438899999999997
278,2012-04-29,aapl us equity,53298.0,0.37438899999999997
279,2012-04-26,aapl us equity,53298.0,0.37438899999999997
280,2012-04-25,aapl us equity,53298.0,0.37438899999999997
281,2012-04-24,aapl us equity,53298.0,0.37438899999999997
282,2012-04-23,aapl us equity,53298.0,0.37438899999999997
283,2012-04-22,aapl us equity,53298.0,0.37438899999999997
284,2012-04-19,aapl us equity,53298.0,0.37438899999999997
285,2012-04-18,aapl us equity,53298.0,0.37438899999999997
286,2012-04-17,aapl us equity,53298.0,0.37438899999999997
287,2012-04-16,aapl us equity,53298.0,0.37438899999999997
288,2012-04-15,aapl us equity,53298.0,0.37438899999999997
289,2012-04-12,aapl us equity,53298.0,0.37438899999999997
290,2012-04-11,aapl us equity,53298.0,0.37438899999999997
291,2012-04-10,aapl us equity,53298.0,0.37438899999999997
292,2012-04-09,aapl us equity,53298.0,0.37438899999999997
293,2012-04-08,aapl us equity,53298.0,0.37438899999999997
294,2012-04-05,aapl us equity,53298.0,0.37438899999999997
295,2012-04-04,aapl us equity,53298.0,0.37438899999999997
296,2012-04-03,aapl us equity,53298.0,0.37438899999999997
297,2012-04-02,aapl us equity,53298.0,0.37438899999999997
298,2012-04-01,aapl us equity,53298.0,0.37438899999999997
299,2012-03-29,aapl us equity,45482.0,0.35577
300,2012-03-28,aapl us equity,45482.0,0.35577
301,2012-03-27,aapl us equity,45482.0,0.35577
302,2012-03-26,aapl us equity,45482.0,0.35577
303,2012-03-25,aapl us equity,45482.0,0.35577
304,2012-03-22,aapl us equity,45482.0,0.35577
305,2012-03-21,aapl us equity,45482.0,0.35577
306,2012-03-20,aapl us equity,45482.0,0.35577
307,2012-03-19,aapl us equity,45482.0,0.35577
308,2012-03-18,aapl us equity,45482.0,0.35577
309,2012-03-15,aapl us equity,45482.0,0.35577
310,2012-03-14,aapl us equity,45482.0,0.35577
311,2012-03-13,aapl us equity,45482.0,0.35577
312,2012-03-12,aapl us equity,45482.0,0.35577
313,2012-03-11,aapl us equity,45482.0,0.35577
314,2012-03-08,aapl us equity,45482.0,0.35577
315,2012-03-07,aapl us equity,45482.0,0.35577
316,2012-03-06,aapl us equity,45482.0,0.35577
317,2012-03-05,aapl us equity,45482.0,0.35577
318,2012-03-04,aapl us equity,45482.0,0.35577
319,2012-03-01,aapl us equity,45482.0,0.35577
320,2012-02-29,aapl us equity,45482.0,0.35577
321,2012-02-28,aapl us equity,45482.0,0.35577
322,2012-02-27,aapl us equity,45482.0,0.35577
323,2012-02-26,aapl us equity,45482.0,0.35577
324,2012-02-23,aapl us equity,45482.0,0.35577
325,2012-02-22,aapl us equity,45482.0,0.35577
326,2012-02-21,aapl us equity,45482.0,0.35577
327,2012-02-20,aapl us equity,45482.0,0.35577
328,2012-02-19,aapl us equity,45482.0,0.35577
329,2012-02-16,aapl us equity,45482.0,0.35577
330,2012-02-15,aapl us equity,45482.0,0.35577
331,2012-02-14,aapl us equity,45482.0,0.35577
332,2012-02-13,aapl us equity,45482.0,0.35577
333,2012-02-12,aapl us equity,45482.0,0.35577
334,2012-02-09,aapl us equity,45482.0,0.35577
335,2012-02-08,aapl us equity,45482.0,0.35577
336,2012-02-07,aapl us equity,45482.0,0.35577
337,2012-02-06,aapl us equity,45482.0,0.35577
338,2012-02-05,aapl us equity,45482.0,0.35577
339,2012-02-02,aapl us equity,45482.0,0.35577
340,2012-02-01,aapl us equity,45482.0,0.35577
341,2012-01-31,aapl us equity,45482.0,0.35577
342,2012-01-30,aapl us equity,45482.0,0.35577
343,2012-01-29,aapl us equity,45482.0,0.35577
344,2012-01-26,aapl us equity,45482.0,0.35577
345,2012-01-25,aapl us equity,45482.0,0.35577
346,2012-01-24,aapl us equity,45482.0,0.35577
347,2012-01-23,aapl us equity,45482.0,0.35577
348,2012-01-22,aapl us equity,45482.0,0.35577
349,2012-01-19,aapl us equity,45482.0,0.35577
350,2012-01-18,aapl us equity,45482.0,0.35577
351,2012-01-17,aapl us equity,45482.0,0.35577
352,2012-01-16,aapl us equity,45482.0,0.35577
353,2012-01-15,aapl us equity,45482.0,0.35577
354,2012-01-12,aapl us equity,45482.0,0.35577
355,2012-01-11,aapl us equity,45482.0,0.35577
356,2012-01-10,aapl us equity,45482.0,0.35577
357,2012-01-09,aapl us equity,45482.0,0.35577
358,2012-01-08,aapl us equity,45482.0,0.35577
359,2012-01-05,aapl us equity,45482.0,0.35577
360,2012-01-04,aapl us equity,45482.0,0.35577
361,2012-01-03,aapl us equity,45482.0,0.35577
362,2012-01-02,aapl us equity,45482.0,0.35577
363,2012-01-01,aapl us equity,45482.0,0.35577
364,2011-12-29,aapl us equity,35604.0,0.328908
365,2011-12-28,aapl us equity,35604.0,0.328908
366,2011-12-27,aapl us equity,35604.0,0.328908
367,2011-12-26,aapl us equity,35604.0,0.328908
368,2011-12-25,aapl us equity,35604.0,0.328908
369,2011-12-22,aapl us equity,35604.0,0.328908
370,2011-12-21,aapl us equity,35604.0,0.328908
371,2011-12-20,aapl us equity,35604.0,0.328908
372,2011-12-19,aapl us equity,35604.0,0.328908
373,2011-12-18,aapl us equity,35604.0,0.328908
374,2011-12-15,aapl us equity,35604.0,0.328908
375,2011-12-14,aapl us equity,35604.0,0.328908
376,2011-12-13,aapl us equity,35604.0,0.328908
377,2011-12-12,aapl us equity,35604.0,0.328908
378,2011-12-11,aapl us equity,35604.0,0.328908
379,2011-12-08,aapl us equity,35604.0,0.328908
380,2011-12-07,aapl us equity,35604.0,0.328908
381,2011-12-06,aapl us equity,35604.0,0.328908
382,2011-12-05,aapl us equity,35604.0,0.328908
383,2011-12-04,aapl us equity,35604.0,0.328908
384,2011-12-01,aapl us equity,35604.0,0.328908
385,2011-11-30,aapl us equity,35604.0,0.328908
386,2011-11-29,aapl us equity,35604.0,0.328908
387,2011-11-28,aapl us equity,35604.0,0.328908
388,2011-11-27,aapl us equity,35604.0,0.328908
389,2011-11-24,aapl us equity,35604.0,0.328908
390,2011-11-23,aapl us equity,35604.0,0.328908
391,2011-11-22,aapl us equity,35604.0,0.328908
392,2011-11-21,aapl us equity,35604.0,0.328908
393,2011-11-20,aapl us equity,35604.0,0.328908
394,2011-11-17,aapl us equity,35604.0,0.328908
395,2011-11-16,aapl us equity,35604.0,0.328908
396,2011-11-15,aapl us equity,35604.0,0.328908
397,2011-11-14,aapl us equity,35604.0,0.328908
398,2011-11-13,aapl us equity,35604.0,0.328908
399,2011-11-10,aapl us equity,35604.0,0.328908
400,2011-11-09,aapl us equity,35604.0,0.328908
401,2011-11-08,aapl us equity,35604.0,0.328908
402,2011-11-07,aapl us equity,35604.0,0.328908
403,2011-11-06,aapl us equity,35604.0,0.328908
404,2011-11-03,aapl us equity,35604.0,0.328908
405,2011-11-02,aapl us equity,35604.0,0.328908
406,2011-11-01,aapl us equity,35604.0,0.328908
407,2011-10-31,aapl us equity,35604.0,0.328908
408,2011-10-30,aapl us equity,35604.0,0.328908
409,2011-10-27,aapl us equity,35604.0,0.328908
410,2011-10-26,aapl us equity,35604.0,0.328908
411,2011-10-25,aapl us equity,35604.0,0.328908
412,2011-10-24,aapl us equity,35604.0,0.328908
413,2011-10-23,aapl us equity,35604.0,0.328908
414,2011-10-20,aapl us equity,35604.0,0.328908
415,2011-10-19,aapl us equity,35604.0,0.328908
416,2011-10-18,aapl us equity,35604.0,0.328908
417,2011-10-17,aapl us equity,35604.0,0.328908
418,2011-10-16,aapl us equity,35604.0,0.328908
419,2011-10-13,aapl us equity,35604.0,0.328908
420,2011-10-12,aapl us equity,35604.0,0.328908
421,2011-10-11,aapl us equity,35604.0,0.328908
422,2011-10-10,aapl us equity,35604.0,0.328908
423,2011-10-09,aapl us equity,35604.0,0.328908
424,2011-10-06,aapl us equity,35604.0,0.328908
425,2011-10-05,aapl us equity,35604.0,0.328908
426,2011-10-04,aapl us equity,35604.0,0.328908
427,2011-10-03,aapl us equity,35604.0,0.328908
428,2011-10-02,aapl us equity,35604.0,0.328908
429,2011-09-29,aapl us equity,35604.0,0.328908
430,2011-09-28,aapl us equity,35604.0,0.328908
431,2011-09-27,aapl us equity,35604.0,0.328908
432,2011-09-26,aapl us equity,35604.0,0.328908
433,2011-09-25,aapl us equity,35604.0,0.328908
434,2011-09-22,aapl us equity,32127.0,0.320239
435,2011-09-21,aapl us equity,32127.0,0.320239
436,2011-09-20,aapl us equity,32127.0,0.320239
437,2011-09-19,aapl us equity,32127.0,0.320239
438,2011-09-18,aapl us equity,32127.0,0.320239
439,2011-09-15,aapl us equity,32127.0,0.320239
440,2011-09-14,aapl us equity,32127.0,0.320239
441,2011-09-13,aapl us equity,32127.0,0.320239
442,2011-09-12,aapl us equity,32127.0,0.320239
443,2011-09-11,aapl us equity,32127.0,0.320239
444,2011-09-08,aapl us equity,32127.0,0.320239
445,2011-09-07,aapl us equity,32127.0,0.320239
446,2011-09-06,aapl us equity,32127.0,0.320239
447,2011-09-05,aapl us equity,32127.0,0.320239
448,2011-09-04,aapl us equity,32127.0,0.320239
449,2011-09-01,aapl us equity,32127.0,0.320239
450,2011-08-31,aapl us equity,32127.0,0.320239
451,2011-08-30,aapl us equity,32127.0,0.320239
452,2011-08-29,aapl us equity,32127.0,0.320239
453,2011-08-28,aapl us equity,32127.0,0.320239
454,2011-08-25,aapl us equity,32127.0,0.320239
455,2011-08-24,aapl us equity,32127.0,0.320239
456,2011-08-23,aapl us equity,32127.0,0.320239
457,2011-08-22,aapl us equity,32127.0,0.320239
458,2011-08-21,aapl us equity,32127.0,0.320239
459,2011-08-18,aapl us equity,32127.0,0.320239
460,2011-08-17,aapl us equity,32127.0,0.320239
461,2011-08-16,aapl us equity,32127.0,0.320239
462,2011-08-15,aapl us equity,32127.0,0.320239
463,2011-08-14,aapl us equity,32127.0,0.320239
464,2011-08-11,aapl us equity,32127.0,0.320239
465,2011-08-10,aapl us equity,32127.0,0.320239
466,2011-08-09,aapl us equity,32127.0,0.320239
467,2011-08-08,aapl us equity,32127.0,0.320239
468,2011-08-07,aapl us equity,32127.0,0.320239
469,2011-08-04,aapl us equity,32127.0,0.320239
470,2011-08-03,aapl us equity,32127.0,0.320239
471,2011-08-02,aapl us equity,32127.0,0.320239
472,2011-08-01,aapl us equity,32127.0,0.320239
473,2011-07-31,aapl us equity,32127.0,0.320239
474,2011-07-28,aapl us equity,32127.0,0.320239
475,2011-07-27,aapl us equity,32127.0,0.320239
476,2011-07-26,aapl us equity,32127.0,0.320239
477,2011-07-25,aapl us equity,32127.0,0.320239
478,2011-07-24,aapl us equity,32127.0,0.320239
479,2011-07-21,aapl us equity,32127.0,0.320239
480,2011-07-20,aapl us equity,32127.0,0.320239
481,2011-07-19,aapl us equity,32127.0,0.320239
482,2011-07-18,aapl us equity,32127.0,0.320239
483,2011-07-17,aapl us equity,32127.0,0.320239
484,2011-07-14,aapl us equity,32127.0,0.320239
485,2011-07-13,aapl us equity,32127.0,0.320239
486,2011-07-12,aapl us equity,32127.0,0.320239
487,2011-07-11,aapl us equity,32127.0,0.320239
488,2011-07-10,aapl us equity,32127.0,0.320239
489,2011-07-07,aapl us equity,32127.0,0.320239
490,2011-07-06,aapl us equity,32127.0,0.320239
491,2011-07-05,aapl us equity,32127.0,0.320239
492,2011-07-04,aapl us equity,32127.0,0.320239
493,2011-07-03,aapl us equity,32127.0,0.320239
494,2011-06-30,aapl us equity,32127.0,0.320239
495,2011-06-29,aapl us equity,32127.0,0.320239
496,2011-06-28,aapl us equity,32127.0,0.320239
497,2011-06-27,aapl us equity,32127.0,0.320239
498,2011-06-26,aapl us equity,32127.0,0.320239
499,2011-06-23,aapl us equity,26774.0,0.30616
500,2011-06-22,aapl us equity,26774.0,0.30616
501,2011-06-21,aapl us equity,26774.0,0.30616
502,2011-06-20,aapl us equity,26774.0,0.30616
503,2011-06-19,aapl us equity,26774.0,0.30616
504,2011-06-16,aapl us equity,26774.0,0.30616
505,2011-06-15,aapl us equity,26774.0,0.30616
506,2011-06-14,aapl us equity,26774.0,0.30616
507,2011-06-13,aapl us equity,26774.0,0.30616
508,2011-06-12,aapl us equity,26774.0,0.30616
509,2011-06-09,aapl us equity,26774.0,0.30616
510,2011-06-08,aapl us equity,26774.0,0.30616
511,2011-06-07,aapl us equity,26774.0,0.30616
512,2011-06-06,aapl us equity,26774.0,0.30616
513,2011-06-05,aapl us equity,26774.0,0.30616
514,2011-06-02,aapl us equity,26774.0,0.30616
515,2011-06-01,aapl us equity,26774.0,0.30616
516,2011-05-31,aapl us equity,26774.0,0.30616
