,DATE,COMPANY,LT_DEBT_TO_COM_EQY
1461,2007-10-16,aapl us equity,0.0
1462,2007-10-15,aapl us equity,0.0
1463,2007-10-14,aapl us equity,0.0
1464,2007-10-11,aapl us equity,0.0
1465,2007-10-10,aapl us equity,0.0
1466,2007-10-09,aapl us equity,0.0
1467,2007-10-08,aapl us equity,0.0
1468,2007-10-07,aapl us equity,0.0
1469,2007-10-04,aapl us equity,0.0
1470,2007-10-03,aapl us equity,0.0
1471,2007-10-02,aapl us equity,0.0
1472,2007-10-01,aapl us equity,0.0
1473,2007-09-30,aapl us equity,0.0
1474,2007-09-27,aapl us equity,0.0
1475,2007-09-26,aapl us equity,0.0
1476,2007-09-25,aapl us equity,0.0
1477,2007-09-24,aapl us equity,0.0
1478,2007-09-23,aapl us equity,0.0
1479,2007-09-20,aapl us equity,0.0
1480,2007-09-19,aapl us equity,0.0
1481,2007-09-18,aapl us equity,0.0
1482,2007-09-17,aapl us equity,0.0
1483,2007-09-16,aapl us equity,0.0
1484,2007-09-13,aapl us equity,0.0
1485,2007-09-12,aapl us equity,0.0
1486,2007-09-11,aapl us equity,0.0
1487,2007-09-10,aapl us equity,0.0
1488,2007-09-09,aapl us equity,0.0
1489,2007-09-06,aapl us equity,0.0
1490,2007-09-05,aapl us equity,0.0
1491,2007-09-04,aapl us equity,0.0
1492,2007-09-03,aapl us equity,0.0
1493,2007-09-02,aapl us equity,0.0
1494,2007-08-30,aapl us equity,0.0
1495,2007-08-29,aapl us equity,0.0
1496,2007-08-28,aapl us equity,0.0
1497,2007-08-27,aapl us equity,0.0
1498,2007-08-26,aapl us equity,0.0
1499,2007-08-23,aapl us equity,0.0
1500,2007-08-22,aapl us equity,0.0
1501,2007-08-21,aapl us equity,0.0
1502,2007-08-20,aapl us equity,0.0
1503,2007-08-19,aapl us equity,0.0
1504,2007-08-16,aapl us equity,0.0
1505,2007-08-15,aapl us equity,0.0
1506,2007-08-14,aapl us equity,0.0
1507,2007-08-13,aapl us equity,0.0
1508,2007-08-12,aapl us equity,0.0
1509,2007-08-09,aapl us equity,0.0
1510,2007-08-08,aapl us equity,0.0
1511,2007-08-07,aapl us equity,0.0
1512,2007-08-06,aapl us equity,0.0
1513,2007-08-05,aapl us equity,0.0
1514,2007-08-02,aapl us equity,0.0
1515,2007-08-01,aapl us equity,0.0
1516,2007-07-31,aapl us equity,0.0
1517,2007-07-30,aapl us equity,0.0
1518,2007-07-29,aapl us equity,0.0
1519,2007-07-26,aapl us equity,0.0
1520,2007-07-25,aapl us equity,0.0
1521,2007-07-24,aapl us equity,0.0
1522,2007-07-23,aapl us equity,0.0
1523,2007-07-22,aapl us equity,0.0
1524,2007-07-19,aapl us equity,0.0
1525,2007-07-18,aapl us equity,0.0
1526,2007-07-17,aapl us equity,0.0
1527,2007-07-16,aapl us equity,0.0
1528,2007-07-15,aapl us equity,0.0
1529,2007-07-12,aapl us equity,0.0
1530,2007-07-11,aapl us equity,0.0
1531,2007-07-10,aapl us equity,0.0
1532,2007-07-09,aapl us equity,0.0
1533,2007-07-08,aapl us equity,0.0
1534,2007-07-05,aapl us equity,0.0
1535,2007-07-04,aapl us equity,0.0
1536,2007-07-03,aapl us equity,0.0
1537,2007-07-02,aapl us equity,0.0
1538,2007-07-01,aapl us equity,0.0
1539,2007-06-28,aapl us equity,0.0
1540,2007-06-27,aapl us equity,0.0
1541,2007-06-26,aapl us equity,0.0
1542,2007-06-25,aapl us equity,0.0
1543,2007-06-24,aapl us equity,0.0
1544,2007-06-21,aapl us equity,0.0
1545,2007-06-20,aapl us equity,0.0
1546,2007-06-19,aapl us equity,0.0
1547,2007-06-18,aapl us equity,0.0
1548,2007-06-17,aapl us equity,0.0
1549,2007-06-14,aapl us equity,0.0
1550,2007-06-13,aapl us equity,0.0
1551,2007-06-12,aapl us equity,0.0
1552,2007-06-11,aapl us equity,0.0
1553,2007-06-10,aapl us equity,0.0
1554,2007-06-07,aapl us equity,0.0
1555,2007-06-06,aapl us equity,0.0
1556,2007-06-05,aapl us equity,0.0
1557,2007-06-04,aapl us equity,0.0
1558,2007-06-03,aapl us equity,0.0
1559,2007-05-31,aapl us equity,0.0
1560,2007-05-30,aapl us equity,0.0
1561,2007-05-29,aapl us equity,0.0
1562,2007-05-28,aapl us equity,0.0
1563,2007-05-27,aapl us equity,0.0
1564,2007-05-24,aapl us equity,0.0
1565,2007-05-23,aapl us equity,0.0
1566,2007-05-22,aapl us equity,0.0
1567,2007-05-21,aapl us equity,0.0
1568,2007-05-20,aapl us equity,0.0
1569,2007-05-17,aapl us equity,0.0
1570,2007-05-16,aapl us equity,0.0
1571,2007-05-15,aapl us equity,0.0
1572,2007-05-14,aapl us equity,0.0
1573,2007-05-13,aapl us equity,0.0
1574,2007-05-10,aapl us equity,0.0
1575,2007-05-09,aapl us equity,0.0
1576,2007-05-08,aapl us equity,0.0
1577,2007-05-07,aapl us equity,0.0
1578,2007-05-06,aapl us equity,0.0
1579,2007-05-03,aapl us equity,0.0
1580,2007-05-02,aapl us equity,0.0
1581,2007-05-01,aapl us equity,0.0
1582,2007-04-30,aapl us equity,0.0
1583,2007-04-29,aapl us equity,0.0
1584,2007-04-26,aapl us equity,0.0
1585,2007-04-25,aapl us equity,0.0
1586,2007-04-24,aapl us equity,0.0
1587,2007-04-23,aapl us equity,0.0
1588,2007-04-22,aapl us equity,0.0
1589,2007-04-19,aapl us equity,0.0
1590,2007-04-18,aapl us equity,0.0
1591,2007-04-17,aapl us equity,0.0
1592,2007-04-16,aapl us equity,0.0
1593,2007-04-15,aapl us equity,0.0
1594,2007-04-12,aapl us equity,0.0
1595,2007-04-11,aapl us equity,0.0
1596,2007-04-10,aapl us equity,0.0
1597,2007-04-09,aapl us equity,0.0
1598,2007-04-08,aapl us equity,0.0
1599,2007-04-05,aapl us equity,0.0
1600,2007-04-04,aapl us equity,0.0
1601,2007-04-03,aapl us equity,0.0
1602,2007-04-02,aapl us equity,0.0
1603,2007-04-01,aapl us equity,0.0
1604,2007-03-29,aapl us equity,0.0
1605,2007-03-28,aapl us equity,0.0
1606,2007-03-27,aapl us equity,0.0
1607,2007-03-26,aapl us equity,0.0
1608,2007-03-25,aapl us equity,0.0
1609,2007-03-22,aapl us equity,0.0
1610,2007-03-21,aapl us equity,0.0
1611,2007-03-20,aapl us equity,0.0
1612,2007-03-19,aapl us equity,0.0
1613,2007-03-18,aapl us equity,0.0
1614,2007-03-15,aapl us equity,0.0
1615,2007-03-14,aapl us equity,0.0
1616,2007-03-13,aapl us equity,0.0
1617,2007-03-12,aapl us equity,0.0
1618,2007-03-11,aapl us equity,0.0
1619,2007-03-08,aapl us equity,0.0
1620,2007-03-07,aapl us equity,0.0
1621,2007-03-06,aapl us equity,0.0
1622,2007-03-05,aapl us equity,0.0
1623,2007-03-04,aapl us equity,0.0
1624,2007-03-01,aapl us equity,0.0
1625,2007-02-28,aapl us equity,0.0
1626,2007-02-27,aapl us equity,0.0
1627,2007-02-26,aapl us equity,0.0
1628,2007-02-25,aapl us equity,0.0
1629,2007-02-22,aapl us equity,0.0
1630,2007-02-21,aapl us equity,0.0
1631,2007-02-20,aapl us equity,0.0
1632,2007-02-19,aapl us equity,0.0
1633,2007-02-18,aapl us equity,0.0
1634,2007-02-15,aapl us equity,0.0
1635,2007-02-14,aapl us equity,0.0
1636,2007-02-13,aapl us equity,0.0
1637,2007-02-12,aapl us equity,0.0
1638,2007-02-11,aapl us equity,0.0
1639,2007-02-08,aapl us equity,0.0
1640,2007-02-07,aapl us equity,0.0
1641,2007-02-06,aapl us equity,0.0
1642,2007-02-05,aapl us equity,0.0
1643,2007-02-04,aapl us equity,0.0
1644,2007-02-01,aapl us equity,0.0
1645,2007-01-31,aapl us equity,0.0
1646,2007-01-30,aapl us equity,0.0
1647,2007-01-29,aapl us equity,0.0
1648,2007-01-28,aapl us equity,0.0
1649,2007-01-25,aapl us equity,0.0
1650,2007-01-24,aapl us equity,0.0
1651,2007-01-23,aapl us equity,0.0
1652,2007-01-22,aapl us equity,0.0
1653,2007-01-21,aapl us equity,0.0
1654,2007-01-18,aapl us equity,0.0
1655,2007-01-17,aapl us equity,0.0
1656,2007-01-16,aapl us equity,0.0
1657,2007-01-15,aapl us equity,0.0
1658,2007-01-14,aapl us equity,0.0
1659,2007-01-11,aapl us equity,0.0
1660,2007-01-10,aapl us equity,0.0
1661,2007-01-09,aapl us equity,0.0
1662,2007-01-08,aapl us equity,0.0
1663,2007-01-07,aapl us equity,0.0
1664,2007-01-04,aapl us equity,0.0
1665,2007-01-03,aapl us equity,0.0
1666,2007-01-02,aapl us equity,0.0
1667,2007-01-01,aapl us equity,0.0
1668,2006-12-31,aapl us equity,0.0
1669,2006-12-28,aapl us equity,0.0
1670,2006-12-27,aapl us equity,0.0
1671,2006-12-26,aapl us equity,0.0
1672,2006-12-25,aapl us equity,0.0
1673,2006-12-24,aapl us equity,0.0
1674,2006-12-21,aapl us equity,0.0
1675,2006-12-20,aapl us equity,0.0
1676,2006-12-19,aapl us equity,0.0
1677,2006-12-18,aapl us equity,0.0
1678,2006-12-17,aapl us equity,0.0
1679,2006-12-14,aapl us equity,0.0
1680,2006-12-13,aapl us equity,0.0
1681,2006-12-12,aapl us equity,0.0
1682,2006-12-11,aapl us equity,0.0
1683,2006-12-10,aapl us equity,0.0
1684,2006-12-07,aapl us equity,0.0
1685,2006-12-06,aapl us equity,0.0
1686,2006-12-05,aapl us equity,0.0
1687,2006-12-04,aapl us equity,0.0
1688,2006-12-03,aapl us equity,0.0
1689,2006-11-30,aapl us equity,0.0
1690,2006-11-29,aapl us equity,0.0
1691,2006-11-28,aapl us equity,0.0
1692,2006-11-27,aapl us equity,0.0
1693,2006-11-26,aapl us equity,0.0
1694,2006-11-23,aapl us equity,0.0
1695,2006-11-22,aapl us equity,0.0
1696,2006-11-21,aapl us equity,0.0
1697,2006-11-20,aapl us equity,0.0
1698,2006-11-19,aapl us equity,0.0
1699,2006-11-16,aapl us equity,0.0
1700,2006-11-15,aapl us equity,0.0
1701,2006-11-14,aapl us equity,0.0
1702,2006-11-13,aapl us equity,0.0
1703,2006-11-12,aapl us equity,0.0
1704,2006-11-09,aapl us equity,0.0
1705,2006-11-08,aapl us equity,0.0
1706,2006-11-07,aapl us equity,0.0
1707,2006-11-06,aapl us equity,0.0
1708,2006-11-05,aapl us equity,0.0
1709,2006-11-02,aapl us equity,0.0
1710,2006-11-01,aapl us equity,0.0
1711,2006-10-31,aapl us equity,0.0
1712,2006-10-30,aapl us equity,0.0
1713,2006-10-29,aapl us equity,0.0
1714,2006-10-26,aapl us equity,0.0
1715,2006-10-25,aapl us equity,0.0
1716,2006-10-24,aapl us equity,0.0
1717,2006-10-23,aapl us equity,0.0
1718,2006-10-22,aapl us equity,0.0
1719,2006-10-19,aapl us equity,0.0
1720,2006-10-18,aapl us equity,0.0
1721,2006-10-17,aapl us equity,0.0
1722,2006-10-16,aapl us equity,0.0
1723,2006-10-15,aapl us equity,0.0
1724,2006-10-12,aapl us equity,0.0
1725,2006-10-11,aapl us equity,0.0
1726,2006-10-10,aapl us equity,0.0
1727,2006-10-09,aapl us equity,0.0
1728,2006-10-08,aapl us equity,0.0
1729,2006-10-05,aapl us equity,0.0
1730,2006-10-04,aapl us equity,0.0
1731,2006-10-03,aapl us equity,0.0
1732,2006-10-02,aapl us equity,0.0
1733,2006-10-01,aapl us equity,0.0
1734,2006-09-28,aapl us equity,0.0
1735,2006-09-27,aapl us equity,0.0
1736,2006-09-26,aapl us equity,0.0
1737,2006-09-25,aapl us equity,0.0
1738,2006-09-24,aapl us equity,0.0
1739,2006-09-21,aapl us equity,0.0
1740,2006-09-20,aapl us equity,0.0
1741,2006-09-19,aapl us equity,0.0
1742,2006-09-18,aapl us equity,0.0
1743,2006-09-17,aapl us equity,0.0
1744,2006-09-14,aapl us equity,0.0
1745,2006-09-13,aapl us equity,0.0
1746,2006-09-12,aapl us equity,0.0
1747,2006-09-11,aapl us equity,0.0
1748,2006-09-10,aapl us equity,0.0
1749,2006-09-07,aapl us equity,0.0
1750,2006-09-06,aapl us equity,0.0
1751,2006-09-05,aapl us equity,0.0
1752,2006-09-04,aapl us equity,0.0
1753,2006-09-03,aapl us equity,0.0
1754,2006-08-31,aapl us equity,0.0
1755,2006-08-30,aapl us equity,0.0
1756,2006-08-29,aapl us equity,0.0
1757,2006-08-28,aapl us equity,0.0
1758,2006-08-27,aapl us equity,0.0
1759,2006-08-24,aapl us equity,0.0
1760,2006-08-23,aapl us equity,0.0
1761,2006-08-22,aapl us equity,0.0
1762,2006-08-21,aapl us equity,0.0
1763,2006-08-20,aapl us equity,0.0
1764,2006-08-17,aapl us equity,0.0
1765,2006-08-16,aapl us equity,0.0
1766,2006-08-15,aapl us equity,0.0
1767,2006-08-14,aapl us equity,0.0
1768,2006-08-13,aapl us equity,0.0
1769,2006-08-10,aapl us equity,0.0
1770,2006-08-09,aapl us equity,0.0
1771,2006-08-08,aapl us equity,0.0
1772,2006-08-07,aapl us equity,0.0
1773,2006-08-06,aapl us equity,0.0
1774,2006-08-03,aapl us equity,0.0
1775,2006-08-02,aapl us equity,0.0
1776,2006-08-01,aapl us equity,0.0
1777,2006-07-31,aapl us equity,0.0
1778,2006-07-30,aapl us equity,0.0
1779,2006-07-27,aapl us equity,0.0
1780,2006-07-26,aapl us equity,0.0
1781,2006-07-25,aapl us equity,0.0
1782,2006-07-24,aapl us equity,0.0
1783,2006-07-23,aapl us equity,0.0
1784,2006-07-20,aapl us equity,0.0
1785,2006-07-19,aapl us equity,0.0
1786,2006-07-18,aapl us equity,0.0
1787,2006-07-17,aapl us equity,0.0
1788,2006-07-16,aapl us equity,0.0
1789,2006-07-13,aapl us equity,0.0
1790,2006-07-12,aapl us equity,0.0
1791,2006-07-11,aapl us equity,0.0
1792,2006-07-10,aapl us equity,0.0
1793,2006-07-09,aapl us equity,0.0
1794,2006-07-06,aapl us equity,0.0
1795,2006-07-05,aapl us equity,0.0
1796,2006-07-04,aapl us equity,0.0
1797,2006-07-03,aapl us equity,0.0
1798,2006-07-02,aapl us equity,0.0
1799,2006-06-29,aapl us equity,0.0
1800,2006-06-28,aapl us equity,0.0
1801,2006-06-27,aapl us equity,0.0
1802,2006-06-26,aapl us equity,0.0
1803,2006-06-25,aapl us equity,0.0
1804,2006-06-22,aapl us equity,0.0
1805,2006-06-21,aapl us equity,0.0
1806,2006-06-20,aapl us equity,0.0
1807,2006-06-19,aapl us equity,0.0
1808,2006-06-18,aapl us equity,0.0
1809,2006-06-15,aapl us equity,0.0
1810,2006-06-14,aapl us equity,0.0
1811,2006-06-13,aapl us equity,0.0
1812,2006-06-12,aapl us equity,0.0
1813,2006-06-11,aapl us equity,0.0
1814,2006-06-08,aapl us equity,0.0
1815,2006-06-07,aapl us equity,0.0
1816,2006-06-06,aapl us equity,0.0
1817,2006-06-05,aapl us equity,0.0
1818,2006-06-04,aapl us equity,0.0
1819,2006-06-01,aapl us equity,0.0
1820,2006-05-31,aapl us equity,0.0
1821,2006-05-30,aapl us equity,0.0
1822,2006-05-29,aapl us equity,0.0
1823,2006-05-28,aapl us equity,0.0
1824,2006-05-25,aapl us equity,0.0
1825,2006-05-24,aapl us equity,0.0
1826,2006-05-23,aapl us equity,0.0
1827,2006-05-22,aapl us equity,0.0
1828,2006-05-21,aapl us equity,0.0
1829,2006-05-18,aapl us equity,0.0
1830,2006-05-17,aapl us equity,0.0
1831,2006-05-16,aapl us equity,0.0
1832,2006-05-15,aapl us equity,0.0
1833,2006-05-14,aapl us equity,0.0
1834,2006-05-11,aapl us equity,0.0
1835,2006-05-10,aapl us equity,0.0
1836,2006-05-09,aapl us equity,0.0
1837,2006-05-08,aapl us equity,0.0
1838,2006-05-07,aapl us equity,0.0
1839,2006-05-04,aapl us equity,0.0
1840,2006-05-03,aapl us equity,0.0
1841,2006-05-02,aapl us equity,0.0
1842,2006-05-01,aapl us equity,0.0
1843,2006-04-30,aapl us equity,0.0
1844,2006-04-27,aapl us equity,0.0
1845,2006-04-26,aapl us equity,0.0
1846,2006-04-25,aapl us equity,0.0
1847,2006-04-24,aapl us equity,0.0
1848,2006-04-23,aapl us equity,0.0
1849,2006-04-20,aapl us equity,0.0
1850,2006-04-19,aapl us equity,0.0
1851,2006-04-18,aapl us equity,0.0
1852,2006-04-17,aapl us equity,0.0
1853,2006-04-16,aapl us equity,0.0
1854,2006-04-13,aapl us equity,0.0
1855,2006-04-12,aapl us equity,0.0
1856,2006-04-11,aapl us equity,0.0
1857,2006-04-10,aapl us equity,0.0
1858,2006-04-09,aapl us equity,0.0
1859,2006-04-06,aapl us equity,0.0
1860,2006-04-05,aapl us equity,0.0
1861,2006-04-04,aapl us equity,0.0
1862,2006-04-03,aapl us equity,0.0
1863,2006-04-02,aapl us equity,0.0
1864,2006-03-30,aapl us equity,0.0
1865,2006-03-29,aapl us equity,0.0
1866,2006-03-28,aapl us equity,0.0
1867,2006-03-27,aapl us equity,0.0
1868,2006-03-26,aapl us equity,0.0
1869,2006-03-23,aapl us equity,0.0
1870,2006-03-22,aapl us equity,0.0
1871,2006-03-21,aapl us equity,0.0
1872,2006-03-20,aapl us equity,0.0
1873,2006-03-19,aapl us equity,0.0
1874,2006-03-16,aapl us equity,0.0
1875,2006-03-15,aapl us equity,0.0
1876,2006-03-14,aapl us equity,0.0
1877,2006-03-13,aapl us equity,0.0
1878,2006-03-12,aapl us equity,0.0
1879,2006-03-09,aapl us equity,0.0
1880,2006-03-08,aapl us equity,0.0
1881,2006-03-07,aapl us equity,0.0
1882,2006-03-06,aapl us equity,0.0
1883,2006-03-05,aapl us equity,0.0
1884,2006-03-02,aapl us equity,0.0
1885,2006-03-01,aapl us equity,0.0
1886,2006-02-28,aapl us equity,0.0
1887,2006-02-27,aapl us equity,0.0
1888,2006-02-26,aapl us equity,0.0
1889,2006-02-23,aapl us equity,0.0
1890,2006-02-22,aapl us equity,0.0
1891,2006-02-21,aapl us equity,0.0
1892,2006-02-20,aapl us equity,0.0
1893,2006-02-19,aapl us equity,0.0
1894,2006-02-16,aapl us equity,0.0
1895,2006-02-15,aapl us equity,0.0
1896,2006-02-14,aapl us equity,0.0
1897,2006-02-13,aapl us equity,0.0
1898,2006-02-12,aapl us equity,0.0
1899,2006-02-09,aapl us equity,0.0
1900,2006-02-08,aapl us equity,0.0
1901,2006-02-07,aapl us equity,0.0
1902,2006-02-06,aapl us equity,0.0
1903,2006-02-05,aapl us equity,0.0
1904,2006-02-02,aapl us equity,0.0
1905,2006-02-01,aapl us equity,0.0
1906,2006-01-31,aapl us equity,0.0
1907,2006-01-30,aapl us equity,0.0
1908,2006-01-29,aapl us equity,0.0
1909,2006-01-26,aapl us equity,0.0
1910,2006-01-25,aapl us equity,0.0
1911,2006-01-24,aapl us equity,0.0
1912,2006-01-23,aapl us equity,0.0
1913,2006-01-22,aapl us equity,0.0
1914,2006-01-19,aapl us equity,0.0
1915,2006-01-18,aapl us equity,0.0
1916,2006-01-17,aapl us equity,0.0
1917,2006-01-16,aapl us equity,0.0
1918,2006-01-15,aapl us equity,0.0
1919,2006-01-12,aapl us equity,0.0
1920,2006-01-11,aapl us equity,0.0
1921,2006-01-10,aapl us equity,0.0
1922,2006-01-09,aapl us equity,0.0
1923,2006-01-08,aapl us equity,0.0
1924,2006-01-05,aapl us equity,0.0
1925,2006-01-04,aapl us equity,0.0
1926,2006-01-03,aapl us equity,0.0
1927,2006-01-02,aapl us equity,0.0
1928,2006-01-01,aapl us equity,0.0
1929,2013-05-22,wfm us equity,0.7159
1930,2013-05-21,wfm us equity,0.7159
1931,2013-05-20,wfm us equity,0.7159
1932,2013-05-19,wfm us equity,0.7159
1933,2013-05-16,wfm us equity,0.7159
1934,2013-05-15,wfm us equity,0.7159
1935,2013-05-14,wfm us equity,0.7159
1936,2013-05-13,wfm us equity,0.7159
1937,2013-05-12,wfm us equity,0.7159
1938,2013-05-09,wfm us equity,0.7159
1939,2013-05-08,wfm us equity,0.7159
1940,2013-05-07,wfm us equity,0.7159
1941,2013-05-06,wfm us equity,0.7159
1942,2013-05-05,wfm us equity,0.7159
1943,2013-05-02,wfm us equity,0.7159
1944,2013-05-01,wfm us equity,0.7159
1945,2013-04-30,wfm us equity,0.7159
1946,2013-04-29,wfm us equity,0.7159
1947,2013-04-28,wfm us equity,0.7159
1948,2013-04-25,wfm us equity,0.7159
1949,2013-04-24,wfm us equity,0.7159
1950,2013-04-23,wfm us equity,0.7159
1951,2013-04-22,wfm us equity,0.7159
1952,2013-04-21,wfm us equity,0.7159
1953,2013-04-18,wfm us equity,0.7159
1954,2013-04-17,wfm us equity,0.7159
1955,2013-04-16,wfm us equity,0.7159
1956,2013-04-15,wfm us equity,0.7159
1957,2013-04-14,wfm us equity,0.7159
1958,2013-04-11,wfm us equity,0.6774
1959,2013-04-10,wfm us equity,0.6774
1960,2013-04-09,wfm us equity,0.6774
1961,2013-04-08,wfm us equity,0.6774
1962,2013-04-07,wfm us equity,0.6774
1963,2013-04-04,wfm us equity,0.6774
1964,2013-04-03,wfm us equity,0.6774
1965,2013-04-02,wfm us equity,0.6774
1966,2013-04-01,wfm us equity,0.6774
1967,2013-03-31,wfm us equity,0.6774
1968,2013-03-28,wfm us equity,0.6774
1969,2013-03-27,wfm us equity,0.6774
1970,2013-03-26,wfm us equity,0.6774
1971,2013-03-25,wfm us equity,0.6774
1972,2013-03-24,wfm us equity,0.6774
1973,2013-03-21,wfm us equity,0.6774
1974,2013-03-20,wfm us equity,0.6774
1975,2013-03-19,wfm us equity,0.6774
1976,2013-03-18,wfm us equity,0.6774
1977,2013-03-17,wfm us equity,0.6774
1978,2013-03-14,wfm us equity,0.6774
1979,2013-03-13,wfm us equity,0.6774
1980,2013-03-12,wfm us equity,0.6774
1981,2013-03-11,wfm us equity,0.6774
1982,2013-03-10,wfm us equity,0.6774
1983,2013-03-07,wfm us equity,0.6774
1984,2013-03-06,wfm us equity,0.6774
1985,2013-03-05,wfm us equity,0.6774
1986,2013-03-04,wfm us equity,0.6774
1987,2013-03-03,wfm us equity,0.6774
1988,2013-02-28,wfm us equity,0.6774
1989,2013-02-27,wfm us equity,0.6774
1990,2013-02-26,wfm us equity,0.6774
1991,2013-02-25,wfm us equity,0.6774
1992,2013-02-24,wfm us equity,0.6774
1993,2013-02-21,wfm us equity,0.6774
1994,2013-02-20,wfm us equity,0.6774
1995,2013-02-19,wfm us equity,0.6774
1996,2013-02-18,wfm us equity,0.6774
1997,2013-02-17,wfm us equity,0.6774
1998,2013-02-14,wfm us equity,0.6774
1999,2013-02-13,wfm us equity,0.6774
2000,2013-02-12,wfm us equity,0.6774
2001,2013-02-11,wfm us equity,0.6774
2002,2013-02-10,wfm us equity,0.6774
2003,2013-02-07,wfm us equity,0.6774
2004,2013-02-06,wfm us equity,0.6774
2005,2013-02-05,wfm us equity,0.6774
2006,2013-02-04,wfm us equity,0.6774
2007,2013-02-03,wfm us equity,0.6774
2008,2013-01-31,wfm us equity,0.6774
2009,2013-01-30,wfm us equity,0.6774
2010,2013-01-29,wfm us equity,0.6774
2011,2013-01-28,wfm us equity,0.6774
2012,2013-01-27,wfm us equity,0.6774
2013,2013-01-24,wfm us equity,0.6774
2014,2013-01-23,wfm us equity,0.6774
2015,2013-01-22,wfm us equity,0.6774
2016,2013-01-21,wfm us equity,0.6774
2017,2013-01-20,wfm us equity,0.6774
2018,2013-01-17,wfm us equity,0.6078
2019,2013-01-16,wfm us equity,0.6078
2020,2013-01-15,wfm us equity,0.6078
2021,2013-01-14,wfm us equity,0.6078
2022,2013-01-13,wfm us equity,0.6078
2023,2013-01-10,wfm us equity,0.6078
2024,2013-01-09,wfm us equity,0.6078
2025,2013-01-08,wfm us equity,0.6078
2026,2013-01-07,wfm us equity,0.6078
2027,2013-01-06,wfm us equity,0.6078
2028,2013-01-03,wfm us equity,0.6078
2029,2013-01-02,wfm us equity,0.6078
2030,2013-01-01,wfm us equity,0.6078
2031,2012-12-31,wfm us equity,0.6078
2032,2012-12-30,wfm us equity,0.6078
2033,2012-12-27,wfm us equity,0.6078
2034,2012-12-26,wfm us equity,0.6078
2035,2012-12-25,wfm us equity,0.6078
2036,2012-12-24,wfm us equity,0.6078
2037,2012-12-23,wfm us equity,0.6078
2038,2012-12-20,wfm us equity,0.6078
2039,2012-12-19,wfm us equity,0.6078
2040,2012-12-18,wfm us equity,0.6078
2041,2012-12-17,wfm us equity,0.6078
2042,2012-12-16,wfm us equity,0.6078
2043,2012-12-13,wfm us equity,0.6078
2044,2012-12-12,wfm us equity,0.6078
2045,2012-12-11,wfm us equity,0.6078
2046,2012-12-10,wfm us equity,0.6078
2047,2012-12-09,wfm us equity,0.6078
2048,2012-12-06,wfm us equity,0.6078
2049,2012-12-05,wfm us equity,0.6078
2050,2012-12-04,wfm us equity,0.6078
2051,2012-12-03,wfm us equity,0.6078
2052,2012-12-02,wfm us equity,0.6078
2053,2012-11-29,wfm us equity,0.6078
2054,2012-11-28,wfm us equity,0.6078
2055,2012-11-27,wfm us equity,0.6078
2056,2012-11-26,wfm us equity,0.6078
2057,2012-11-25,wfm us equity,0.6078
2058,2012-11-22,wfm us equity,0.6078
2059,2012-11-21,wfm us equity,0.6078
2060,2012-11-20,wfm us equity,0.6078
2061,2012-11-19,wfm us equity,0.6078
2062,2012-11-18,wfm us equity,0.6078
2063,2012-11-15,wfm us equity,0.6078
2064,2012-11-14,wfm us equity,0.6078
2065,2012-11-13,wfm us equity,0.6078
2066,2012-11-12,wfm us equity,0.6078
2067,2012-11-11,wfm us equity,0.6078
2068,2012-11-08,wfm us equity,0.6078
2069,2012-11-07,wfm us equity,0.6078
2070,2012-11-06,wfm us equity,0.6078
2071,2012-11-05,wfm us equity,0.6078
2072,2012-11-04,wfm us equity,0.6078
2073,2012-11-01,wfm us equity,0.6078
2074,2012-10-31,wfm us equity,0.6078
2075,2012-10-30,wfm us equity,0.6078
2076,2012-10-29,wfm us equity,0.6078
2077,2012-10-28,wfm us equity,0.6078
2078,2012-10-25,wfm us equity,0.6078
2079,2012-10-24,wfm us equity,0.6078
2080,2012-10-23,wfm us equity,0.6078
2081,2012-10-22,wfm us equity,0.6078
2082,2012-10-21,wfm us equity,0.6078
2083,2012-10-18,wfm us equity,0.6078
2084,2012-10-17,wfm us equity,0.6078
2085,2012-10-16,wfm us equity,0.6078
2086,2012-10-15,wfm us equity,0.6078
2087,2012-10-14,wfm us equity,0.6078
2088,2012-10-11,wfm us equity,0.6078
2089,2012-10-10,wfm us equity,0.6078
2090,2012-10-09,wfm us equity,0.6078
2091,2012-10-08,wfm us equity,0.6078
2092,2012-10-07,wfm us equity,0.6078
2093,2012-10-04,wfm us equity,0.6078
2094,2012-10-03,wfm us equity,0.6078
2095,2012-10-02,wfm us equity,0.6078
2096,2012-10-01,wfm us equity,0.6078
2097,2012-09-30,wfm us equity,0.6078
2098,2012-09-27,wfm us equity,0.5151
2099,2012-09-26,wfm us equity,0.5151
2100,2012-09-25,wfm us equity,0.5151
2101,2012-09-24,wfm us equity,0.5151
2102,2012-09-23,wfm us equity,0.5151
2103,2012-09-20,wfm us equity,0.5151
2104,2012-09-19,wfm us equity,0.5151
2105,2012-09-18,wfm us equity,0.5151
2106,2012-09-17,wfm us equity,0.5151
2107,2012-09-16,wfm us equity,0.5151
2108,2012-09-13,wfm us equity,0.5151
2109,2012-09-12,wfm us equity,0.5151
2110,2012-09-11,wfm us equity,0.5151
2111,2012-09-10,wfm us equity,0.5151
2112,2012-09-09,wfm us equity,0.5151
2113,2012-09-06,wfm us equity,0.5151
2114,2012-09-05,wfm us equity,0.5151
2115,2012-09-04,wfm us equity,0.5151
2116,2012-09-03,wfm us equity,0.5151
