,DATE,COMPANY,LT_DEBT_TO_COM_EQY
5394,2007-07-03,nke us equity,5.8345
5395,2007-07-02,nke us equity,5.8345
5396,2007-07-01,nke us equity,5.8345
5397,2007-06-28,nke us equity,5.8345
5398,2007-06-27,nke us equity,5.8345
5399,2007-06-26,nke us equity,5.8345
5400,2007-06-25,nke us equity,5.8345
5401,2007-06-24,nke us equity,5.8345
5402,2007-06-21,nke us equity,5.8345
5403,2007-06-20,nke us equity,5.8345
5404,2007-06-19,nke us equity,5.8345
5405,2007-06-18,nke us equity,5.8345
5406,2007-06-17,nke us equity,5.8345
5407,2007-06-14,nke us equity,5.8345
5408,2007-06-13,nke us equity,5.8345
5409,2007-06-12,nke us equity,5.8345
5410,2007-06-11,nke us equity,5.8345
5411,2007-06-10,nke us equity,5.8345
5412,2007-06-07,nke us equity,5.8345
5413,2007-06-06,nke us equity,5.8345
5414,2007-06-05,nke us equity,5.8345
5415,2007-06-04,nke us equity,5.8345
5416,2007-06-03,nke us equity,5.8345
5417,2007-05-31,nke us equity,5.8345
5418,2007-05-30,nke us equity,6.1244
5419,2007-05-29,nke us equity,6.1244
5420,2007-05-28,nke us equity,6.1244
5421,2007-05-27,nke us equity,6.1244
5422,2007-05-24,nke us equity,6.1244
5423,2007-05-23,nke us equity,6.1244
5424,2007-05-22,nke us equity,6.1244
5425,2007-05-21,nke us equity,6.1244
5426,2007-05-20,nke us equity,6.1244
5427,2007-05-17,nke us equity,6.1244
5428,2007-05-16,nke us equity,6.1244
5429,2007-05-15,nke us equity,6.1244
5430,2007-05-14,nke us equity,6.1244
5431,2007-05-13,nke us equity,6.1244
5432,2007-05-10,nke us equity,6.1244
5433,2007-05-09,nke us equity,6.1244
5434,2007-05-08,nke us equity,6.1244
5435,2007-05-07,nke us equity,6.1244
5436,2007-05-06,nke us equity,6.1244
5437,2007-05-03,nke us equity,6.1244
5438,2007-05-02,nke us equity,6.1244
5439,2007-05-01,nke us equity,6.1244
5440,2007-04-30,nke us equity,6.1244
5441,2007-04-29,nke us equity,6.1244
5442,2007-04-26,nke us equity,6.1244
5443,2007-04-25,nke us equity,6.1244
5444,2007-04-24,nke us equity,6.1244
5445,2007-04-23,nke us equity,6.1244
5446,2007-04-22,nke us equity,6.1244
5447,2007-04-19,nke us equity,6.1244
5448,2007-04-18,nke us equity,6.1244
5449,2007-04-17,nke us equity,6.1244
5450,2007-04-16,nke us equity,6.1244
5451,2007-04-15,nke us equity,6.1244
5452,2007-04-12,nke us equity,6.1244
5453,2007-04-11,nke us equity,6.1244
5454,2007-04-10,nke us equity,6.1244
5455,2007-04-09,nke us equity,6.1244
5456,2007-04-08,nke us equity,6.1244
5457,2007-04-05,nke us equity,6.1244
5458,2007-04-04,nke us equity,6.1244
5459,2007-04-03,nke us equity,6.1244
5460,2007-04-02,nke us equity,6.1244
5461,2007-04-01,nke us equity,6.1244
5462,2007-03-29,nke us equity,6.1244
5463,2007-03-28,nke us equity,6.1244
5464,2007-03-27,nke us equity,6.1244
5465,2007-03-26,nke us equity,6.1244
5466,2007-03-25,nke us equity,6.1244
5467,2007-03-22,nke us equity,6.1244
5468,2007-03-21,nke us equity,6.1244
5469,2007-03-20,nke us equity,6.1244
5470,2007-03-19,nke us equity,6.1244
5471,2007-03-18,nke us equity,6.1244
5472,2007-03-15,nke us equity,6.1244
5473,2007-03-14,nke us equity,6.1244
5474,2007-03-13,nke us equity,6.1244
5475,2007-03-12,nke us equity,6.1244
5476,2007-03-11,nke us equity,6.1244
5477,2007-03-08,nke us equity,6.1244
5478,2007-03-07,nke us equity,6.1244
5479,2007-03-06,nke us equity,6.1244
5480,2007-03-05,nke us equity,6.1244
5481,2007-03-04,nke us equity,6.1244
5482,2007-03-01,nke us equity,6.1244
5483,2007-02-28,nke us equity,6.1244
5484,2007-02-27,nke us equity,5.8656
5485,2007-02-26,nke us equity,5.8656
5486,2007-02-25,nke us equity,5.8656
5487,2007-02-22,nke us equity,5.8656
5488,2007-02-21,nke us equity,5.8656
5489,2007-02-20,nke us equity,5.8656
5490,2007-02-19,nke us equity,5.8656
5491,2007-02-18,nke us equity,5.8656
5492,2007-02-15,nke us equity,5.8656
5493,2007-02-14,nke us equity,5.8656
5494,2007-02-13,nke us equity,5.8656
5495,2007-02-12,nke us equity,5.8656
5496,2007-02-11,nke us equity,5.8656
5497,2007-02-08,nke us equity,5.8656
5498,2007-02-07,nke us equity,5.8656
5499,2007-02-06,nke us equity,5.8656
5500,2007-02-05,nke us equity,5.8656
5501,2007-02-04,nke us equity,5.8656
5502,2007-02-01,nke us equity,5.8656
5503,2007-01-31,nke us equity,5.8656
5504,2007-01-30,nke us equity,5.8656
5505,2007-01-29,nke us equity,5.8656
5506,2007-01-28,nke us equity,5.8656
5507,2007-01-25,nke us equity,5.8656
5508,2007-01-24,nke us equity,5.8656
5509,2007-01-23,nke us equity,5.8656
5510,2007-01-22,nke us equity,5.8656
5511,2007-01-21,nke us equity,5.8656
5512,2007-01-18,nke us equity,5.8656
5513,2007-01-17,nke us equity,5.8656
5514,2007-01-16,nke us equity,5.8656
5515,2007-01-15,nke us equity,5.8656
5516,2007-01-14,nke us equity,5.8656
5517,2007-01-11,nke us equity,5.8656
5518,2007-01-10,nke us equity,5.8656
5519,2007-01-09,nke us equity,5.8656
5520,2007-01-08,nke us equity,5.8656
5521,2007-01-07,nke us equity,5.8656
5522,2007-01-04,nke us equity,5.8656
5523,2007-01-03,nke us equity,5.8656
5524,2007-01-02,nke us equity,5.8656
5525,2007-01-01,nke us equity,5.8656
5526,2006-12-31,nke us equity,5.8656
5527,2006-12-28,nke us equity,5.8656
5528,2006-12-27,nke us equity,5.8656
5529,2006-12-26,nke us equity,5.8656
5530,2006-12-25,nke us equity,5.8656
5531,2006-12-24,nke us equity,5.8656
5532,2006-12-21,nke us equity,5.8656
5533,2006-12-20,nke us equity,5.8656
5534,2006-12-19,nke us equity,5.8656
5535,2006-12-18,nke us equity,5.8656
5536,2006-12-17,nke us equity,5.8656
5537,2006-12-14,nke us equity,5.8656
5538,2006-12-13,nke us equity,5.8656
5539,2006-12-12,nke us equity,5.8656
5540,2006-12-11,nke us equity,5.8656
5541,2006-12-10,nke us equity,5.8656
5542,2006-12-07,nke us equity,5.8656
5543,2006-12-06,nke us equity,5.8656
5544,2006-12-05,nke us equity,5.8656
5545,2006-12-04,nke us equity,5.8656
5546,2006-12-03,nke us equity,5.8656
5547,2006-11-30,nke us equity,5.8656
5548,2006-11-29,nke us equity,6.1149000000000004
5549,2006-11-28,nke us equity,6.1149000000000004
5550,2006-11-27,nke us equity,6.1149000000000004
5551,2006-11-26,nke us equity,6.1149000000000004
5552,2006-11-23,nke us equity,6.1149000000000004
5553,2006-11-22,nke us equity,6.1149000000000004
5554,2006-11-21,nke us equity,6.1149000000000004
5555,2006-11-20,nke us equity,6.1149000000000004
5556,2006-11-19,nke us equity,6.1149000000000004
5557,2006-11-16,nke us equity,6.1149000000000004
5558,2006-11-15,nke us equity,6.1149000000000004
5559,2006-11-14,nke us equity,6.1149000000000004
5560,2006-11-13,nke us equity,6.1149000000000004
5561,2006-11-12,nke us equity,6.1149000000000004
5562,2006-11-09,nke us equity,6.1149000000000004
5563,2006-11-08,nke us equity,6.1149000000000004
5564,2006-11-07,nke us equity,6.1149000000000004
5565,2006-11-06,nke us equity,6.1149000000000004
5566,2006-11-05,nke us equity,6.1149000000000004
5567,2006-11-02,nke us equity,6.1149000000000004
5568,2006-11-01,nke us equity,6.1149000000000004
5569,2006-10-31,nke us equity,6.1149000000000004
5570,2006-10-30,nke us equity,6.1149000000000004
5571,2006-10-29,nke us equity,6.1149000000000004
5572,2006-10-26,nke us equity,6.1149000000000004
5573,2006-10-25,nke us equity,6.1149000000000004
5574,2006-10-24,nke us equity,6.1149000000000004
5575,2006-10-23,nke us equity,6.1149000000000004
5576,2006-10-22,nke us equity,6.1149000000000004
5577,2006-10-19,nke us equity,6.1149000000000004
5578,2006-10-18,nke us equity,6.1149000000000004
5579,2006-10-17,nke us equity,6.1149000000000004
5580,2006-10-16,nke us equity,6.1149000000000004
5581,2006-10-15,nke us equity,6.1149000000000004
5582,2006-10-12,nke us equity,6.1149000000000004
5583,2006-10-11,nke us equity,6.1149000000000004
5584,2006-10-10,nke us equity,6.1149000000000004
5585,2006-10-09,nke us equity,6.1149000000000004
5586,2006-10-08,nke us equity,6.1149000000000004
5587,2006-10-05,nke us equity,6.1149000000000004
5588,2006-10-04,nke us equity,6.1149000000000004
5589,2006-10-03,nke us equity,6.1149000000000004
5590,2006-10-02,nke us equity,6.1149000000000004
5591,2006-10-01,nke us equity,6.1149000000000004
5592,2006-09-28,nke us equity,6.1149000000000004
5593,2006-09-27,nke us equity,6.1149000000000004
5594,2006-09-26,nke us equity,6.1149000000000004
5595,2006-09-25,nke us equity,6.1149000000000004
5596,2006-09-24,nke us equity,6.1149000000000004
5597,2006-09-21,nke us equity,6.1149000000000004
5598,2006-09-20,nke us equity,6.1149000000000004
5599,2006-09-19,nke us equity,6.1149000000000004
5600,2006-09-18,nke us equity,6.1149000000000004
5601,2006-09-17,nke us equity,6.1149000000000004
5602,2006-09-14,nke us equity,6.1149000000000004
5603,2006-09-13,nke us equity,6.1149000000000004
5604,2006-09-12,nke us equity,6.1149000000000004
5605,2006-09-11,nke us equity,6.1149000000000004
5606,2006-09-10,nke us equity,6.1149000000000004
5607,2006-09-07,nke us equity,6.1149000000000004
5608,2006-09-06,nke us equity,6.1149000000000004
5609,2006-09-05,nke us equity,6.1149000000000004
5610,2006-09-04,nke us equity,6.1149000000000004
5611,2006-09-03,nke us equity,6.1149000000000004
5612,2006-08-31,nke us equity,6.1149000000000004
5613,2006-08-30,nke us equity,6.5344
5614,2006-08-29,nke us equity,6.5344
5615,2006-08-28,nke us equity,6.5344
5616,2006-08-27,nke us equity,6.5344
5617,2006-08-24,nke us equity,6.5344
5618,2006-08-23,nke us equity,6.5344
5619,2006-08-22,nke us equity,6.5344
5620,2006-08-21,nke us equity,6.5344
5621,2006-08-20,nke us equity,6.5344
5622,2006-08-17,nke us equity,6.5344
5623,2006-08-16,nke us equity,6.5344
5624,2006-08-15,nke us equity,6.5344
5625,2006-08-14,nke us equity,6.5344
5626,2006-08-13,nke us equity,6.5344
5627,2006-08-10,nke us equity,6.5344
5628,2006-08-09,nke us equity,6.5344
5629,2006-08-08,nke us equity,6.5344
5630,2006-08-07,nke us equity,6.5344
5631,2006-08-06,nke us equity,6.5344
5632,2006-08-03,nke us equity,6.5344
5633,2006-08-02,nke us equity,6.5344
5634,2006-08-01,nke us equity,6.5344
5635,2006-07-31,nke us equity,6.5344
5636,2006-07-30,nke us equity,6.5344
5637,2006-07-27,nke us equity,6.5344
5638,2006-07-26,nke us equity,6.5344
5639,2006-07-25,nke us equity,6.5344
5640,2006-07-24,nke us equity,6.5344
5641,2006-07-23,nke us equity,6.5344
5642,2006-07-20,nke us equity,6.5344
5643,2006-07-19,nke us equity,6.5344
5644,2006-07-18,nke us equity,6.5344
5645,2006-07-17,nke us equity,6.5344
5646,2006-07-16,nke us equity,6.5344
5647,2006-07-13,nke us equity,6.5344
5648,2006-07-12,nke us equity,6.5344
5649,2006-07-11,nke us equity,6.5344
5650,2006-07-10,nke us equity,6.5344
5651,2006-07-09,nke us equity,6.5344
5652,2006-07-06,nke us equity,6.5344
5653,2006-07-05,nke us equity,6.5344
5654,2006-07-04,nke us equity,6.5344
5655,2006-07-03,nke us equity,6.5344
5656,2006-07-02,nke us equity,6.5344
5657,2006-06-29,nke us equity,6.5344
5658,2006-06-28,nke us equity,6.5344
5659,2006-06-27,nke us equity,6.5344
5660,2006-06-26,nke us equity,6.5344
5661,2006-06-25,nke us equity,6.5344
5662,2006-06-22,nke us equity,6.5344
5663,2006-06-21,nke us equity,6.5344
5664,2006-06-20,nke us equity,6.5344
5665,2006-06-19,nke us equity,6.5344
5666,2006-06-18,nke us equity,6.5344
5667,2006-06-15,nke us equity,6.5344
5668,2006-06-14,nke us equity,6.5344
5669,2006-06-13,nke us equity,6.5344
5670,2006-06-12,nke us equity,6.5344
5671,2006-06-11,nke us equity,6.5344
5672,2006-06-08,nke us equity,6.5344
5673,2006-06-07,nke us equity,6.5344
5674,2006-06-06,nke us equity,6.5344
5675,2006-06-05,nke us equity,6.5344
5676,2006-06-04,nke us equity,6.5344
5677,2006-06-01,nke us equity,6.5344
5678,2006-05-31,nke us equity,6.5344
5679,2006-05-30,nke us equity,6.5686
5680,2006-05-29,nke us equity,6.5686
5681,2006-05-28,nke us equity,6.5686
5682,2006-05-25,nke us equity,6.5686
5683,2006-05-24,nke us equity,6.5686
5684,2006-05-23,nke us equity,6.5686
5685,2006-05-22,nke us equity,6.5686
5686,2006-05-21,nke us equity,6.5686
5687,2006-05-18,nke us equity,6.5686
5688,2006-05-17,nke us equity,6.5686
5689,2006-05-16,nke us equity,6.5686
5690,2006-05-15,nke us equity,6.5686
5691,2006-05-14,nke us equity,6.5686
5692,2006-05-11,nke us equity,6.5686
5693,2006-05-10,nke us equity,6.5686
5694,2006-05-09,nke us equity,6.5686
5695,2006-05-08,nke us equity,6.5686
5696,2006-05-07,nke us equity,6.5686
5697,2006-05-04,nke us equity,6.5686
5698,2006-05-03,nke us equity,6.5686
5699,2006-05-02,nke us equity,6.5686
5700,2006-05-01,nke us equity,6.5686
5701,2006-04-30,nke us equity,6.5686
5702,2006-04-27,nke us equity,6.5686
5703,2006-04-26,nke us equity,6.5686
5704,2006-04-25,nke us equity,6.5686
5705,2006-04-24,nke us equity,6.5686
5706,2006-04-23,nke us equity,6.5686
5707,2006-04-20,nke us equity,6.5686
5708,2006-04-19,nke us equity,6.5686
5709,2006-04-18,nke us equity,6.5686
5710,2006-04-17,nke us equity,6.5686
5711,2006-04-16,nke us equity,6.5686
5712,2006-04-13,nke us equity,6.5686
5713,2006-04-12,nke us equity,6.5686
5714,2006-04-11,nke us equity,6.5686
5715,2006-04-10,nke us equity,6.5686
5716,2006-04-09,nke us equity,6.5686
5717,2006-04-06,nke us equity,6.5686
5718,2006-04-05,nke us equity,6.5686
5719,2006-04-04,nke us equity,6.5686
5720,2006-04-03,nke us equity,6.5686
5721,2006-04-02,nke us equity,6.5686
5722,2006-03-30,nke us equity,6.5686
5723,2006-03-29,nke us equity,6.5686
5724,2006-03-28,nke us equity,6.5686
5725,2006-03-27,nke us equity,6.5686
5726,2006-03-26,nke us equity,6.5686
5727,2006-03-23,nke us equity,6.5686
5728,2006-03-22,nke us equity,6.5686
5729,2006-03-21,nke us equity,6.5686
5730,2006-03-20,nke us equity,6.5686
5731,2006-03-19,nke us equity,6.5686
5732,2006-03-16,nke us equity,6.5686
5733,2006-03-15,nke us equity,6.5686
5734,2006-03-14,nke us equity,6.5686
5735,2006-03-13,nke us equity,6.5686
5736,2006-03-12,nke us equity,6.5686
5737,2006-03-09,nke us equity,6.5686
5738,2006-03-08,nke us equity,6.5686
5739,2006-03-07,nke us equity,6.5686
5740,2006-03-06,nke us equity,6.5686
5741,2006-03-05,nke us equity,6.5686
5742,2006-03-02,nke us equity,6.5686
5743,2006-03-01,nke us equity,6.5686
5744,2006-02-28,nke us equity,6.5686
5745,2006-02-27,nke us equity,6.7138
5746,2006-02-26,nke us equity,6.7138
5747,2006-02-23,nke us equity,6.7138
5748,2006-02-22,nke us equity,6.7138
5749,2006-02-21,nke us equity,6.7138
5750,2006-02-20,nke us equity,6.7138
5751,2006-02-19,nke us equity,6.7138
5752,2006-02-16,nke us equity,6.7138
5753,2006-02-15,nke us equity,6.7138
5754,2006-02-14,nke us equity,6.7138
5755,2006-02-13,nke us equity,6.7138
5756,2006-02-12,nke us equity,6.7138
5757,2006-02-09,nke us equity,6.7138
5758,2006-02-08,nke us equity,6.7138
5759,2006-02-07,nke us equity,6.7138
5760,2006-02-06,nke us equity,6.7138
5761,2006-02-05,nke us equity,6.7138
5762,2006-02-02,nke us equity,6.7138
5763,2006-02-01,nke us equity,6.7138
5764,2006-01-31,nke us equity,6.7138
5765,2006-01-30,nke us equity,6.7138
5766,2006-01-29,nke us equity,6.7138
5767,2006-01-26,nke us equity,6.7138
5768,2006-01-25,nke us equity,6.7138
5769,2006-01-24,nke us equity,6.7138
5770,2006-01-23,nke us equity,6.7138
5771,2006-01-22,nke us equity,6.7138
5772,2006-01-19,nke us equity,6.7138
5773,2006-01-18,nke us equity,6.7138
5774,2006-01-17,nke us equity,6.7138
5775,2006-01-16,nke us equity,6.7138
5776,2006-01-15,nke us equity,6.7138
5777,2006-01-12,nke us equity,6.7138
5778,2006-01-11,nke us equity,6.7138
5779,2006-01-10,nke us equity,6.7138
5780,2006-01-09,nke us equity,6.7138
5781,2006-01-08,nke us equity,6.7138
5782,2006-01-05,nke us equity,6.7138
5783,2006-01-04,nke us equity,6.7138
5784,2006-01-03,nke us equity,6.7138
5785,2006-01-02,nke us equity,6.7138
5786,2006-01-01,nke us equity,6.7138
5787,2013-05-22,intc us equity,25.6729
5788,2013-05-21,intc us equity,25.6729
5789,2013-05-20,intc us equity,25.6729
5790,2013-05-19,intc us equity,25.6729
5791,2013-05-16,intc us equity,25.6729
5792,2013-05-15,intc us equity,25.6729
5793,2013-05-14,intc us equity,25.6729
5794,2013-05-13,intc us equity,25.6729
5795,2013-05-12,intc us equity,25.6729
5796,2013-05-09,intc us equity,25.6729
5797,2013-05-08,intc us equity,25.6729
5798,2013-05-07,intc us equity,25.6729
5799,2013-05-06,intc us equity,25.6729
5800,2013-05-05,intc us equity,25.6729
5801,2013-05-02,intc us equity,25.6729
5802,2013-05-01,intc us equity,25.6729
5803,2013-04-30,intc us equity,25.6729
5804,2013-04-29,intc us equity,25.6729
5805,2013-04-28,intc us equity,25.6729
5806,2013-04-25,intc us equity,25.6729
5807,2013-04-24,intc us equity,25.6729
5808,2013-04-23,intc us equity,25.6729
5809,2013-04-22,intc us equity,25.6729
5810,2013-04-21,intc us equity,25.6729
5811,2013-04-18,intc us equity,25.6729
5812,2013-04-17,intc us equity,25.6729
5813,2013-04-16,intc us equity,25.6729
5814,2013-04-15,intc us equity,25.6729
5815,2013-04-14,intc us equity,25.6729
5816,2013-04-11,intc us equity,25.6729
5817,2013-04-10,intc us equity,25.6729
5818,2013-04-09,intc us equity,25.6729
5819,2013-04-08,intc us equity,25.6729
5820,2013-04-07,intc us equity,25.6729
5821,2013-04-04,intc us equity,25.6729
5822,2013-04-03,intc us equity,25.6729
5823,2013-04-02,intc us equity,25.6729
5824,2013-04-01,intc us equity,25.6729
5825,2013-03-31,intc us equity,25.6729
5826,2013-03-28,intc us equity,25.6547
5827,2013-03-27,intc us equity,25.6547
5828,2013-03-26,intc us equity,25.6547
5829,2013-03-25,intc us equity,25.6547
5830,2013-03-24,intc us equity,25.6547
5831,2013-03-21,intc us equity,25.6547
5832,2013-03-20,intc us equity,25.6547
5833,2013-03-19,intc us equity,25.6547
5834,2013-03-18,intc us equity,25.6547
5835,2013-03-17,intc us equity,25.6547
5836,2013-03-14,intc us equity,25.6547
5837,2013-03-13,intc us equity,25.6547
5838,2013-03-12,intc us equity,25.6547
5839,2013-03-11,intc us equity,25.6547
5840,2013-03-10,intc us equity,25.6547
5841,2013-03-07,intc us equity,25.6547
5842,2013-03-06,intc us equity,25.6547
5843,2013-03-05,intc us equity,25.6547
5844,2013-03-04,intc us equity,25.6547
5845,2013-03-03,intc us equity,25.6547
5846,2013-02-28,intc us equity,25.6547
5847,2013-02-27,intc us equity,25.6547
5848,2013-02-26,intc us equity,25.6547
5849,2013-02-25,intc us equity,25.6547
5850,2013-02-24,intc us equity,25.6547
5851,2013-02-21,intc us equity,25.6547
5852,2013-02-20,intc us equity,25.6547
5853,2013-02-19,intc us equity,25.6547
5854,2013-02-18,intc us equity,25.6547
5855,2013-02-17,intc us equity,25.6547
5856,2013-02-14,intc us equity,25.6547
5857,2013-02-13,intc us equity,25.6547
5858,2013-02-12,intc us equity,25.6547
5859,2013-02-11,intc us equity,25.6547
5860,2013-02-10,intc us equity,25.6547
5861,2013-02-07,intc us equity,25.6547
5862,2013-02-06,intc us equity,25.6547
5863,2013-02-05,intc us equity,25.6547
5864,2013-02-04,intc us equity,25.6547
5865,2013-02-03,intc us equity,25.6547
5866,2013-01-31,intc us equity,25.6547
5867,2013-01-30,intc us equity,25.6547
5868,2013-01-29,intc us equity,25.6547
5869,2013-01-28,intc us equity,25.6547
5870,2013-01-27,intc us equity,25.6547
5871,2013-01-24,intc us equity,25.6547
5872,2013-01-23,intc us equity,25.6547
5873,2013-01-22,intc us equity,25.6547
5874,2013-01-21,intc us equity,25.6547
5875,2013-01-20,intc us equity,25.6547
5876,2013-01-17,intc us equity,25.6547
5877,2013-01-16,intc us equity,25.6547
5878,2013-01-15,intc us equity,25.6547
5879,2013-01-14,intc us equity,25.6547
5880,2013-01-13,intc us equity,25.6547
5881,2013-01-10,intc us equity,25.6547
5882,2013-01-09,intc us equity,25.6547
5883,2013-01-08,intc us equity,25.6547
5884,2013-01-07,intc us equity,25.6547
5885,2013-01-06,intc us equity,25.6547
5886,2013-01-03,intc us equity,25.6547
5887,2013-01-02,intc us equity,25.6547
5888,2013-01-01,intc us equity,25.6547
5889,2012-12-31,intc us equity,25.6547
5890,2012-12-30,intc us equity,25.6547
5891,2012-12-27,intc us equity,14.4107
5892,2012-12-26,intc us equity,14.4107
5893,2012-12-25,intc us equity,14.4107
5894,2012-12-24,intc us equity,14.4107
5895,2012-12-23,intc us equity,14.4107
5896,2012-12-20,intc us equity,14.4107
5897,2012-12-19,intc us equity,14.4107
5898,2012-12-18,intc us equity,14.4107
5899,2012-12-17,intc us equity,14.4107
5900,2012-12-16,intc us equity,14.4107
5901,2012-12-13,intc us equity,14.4107
5902,2012-12-12,intc us equity,14.4107
5903,2012-12-11,intc us equity,14.4107
5904,2012-12-10,intc us equity,14.4107
5905,2012-12-09,intc us equity,14.4107
5906,2012-12-06,intc us equity,14.4107
5907,2012-12-05,intc us equity,14.4107
5908,2012-12-04,intc us equity,14.4107
5909,2012-12-03,intc us equity,14.4107
5910,2012-12-02,intc us equity,14.4107
5911,2012-11-29,intc us equity,14.4107
5912,2012-11-28,intc us equity,14.4107
5913,2012-11-27,intc us equity,14.4107
5914,2012-11-26,intc us equity,14.4107
5915,2012-11-25,intc us equity,14.4107
5916,2012-11-22,intc us equity,14.4107
5917,2012-11-21,intc us equity,14.4107
5918,2012-11-20,intc us equity,14.4107
5919,2012-11-19,intc us equity,14.4107
5920,2012-11-18,intc us equity,14.4107
5921,2012-11-15,intc us equity,14.4107
5922,2012-11-14,intc us equity,14.4107
5923,2012-11-13,intc us equity,14.4107
5924,2012-11-12,intc us equity,14.4107
5925,2012-11-11,intc us equity,14.4107
5926,2012-11-08,intc us equity,14.4107
5927,2012-11-07,intc us equity,14.4107
5928,2012-11-06,intc us equity,14.4107
5929,2012-11-05,intc us equity,14.4107
5930,2012-11-04,intc us equity,14.4107
5931,2012-11-01,intc us equity,14.4107
5932,2012-10-31,intc us equity,14.4107
5933,2012-10-30,intc us equity,14.4107
5934,2012-10-29,intc us equity,14.4107
5935,2012-10-28,intc us equity,14.4107
5936,2012-10-25,intc us equity,14.4107
5937,2012-10-24,intc us equity,14.4107
5938,2012-10-23,intc us equity,14.4107
5939,2012-10-22,intc us equity,14.4107
5940,2012-10-21,intc us equity,14.4107
5941,2012-10-18,intc us equity,14.4107
5942,2012-10-17,intc us equity,14.4107
5943,2012-10-16,intc us equity,14.4107
5944,2012-10-15,intc us equity,14.4107
5945,2012-10-14,intc us equity,14.4107
5946,2012-10-11,intc us equity,14.4107
5947,2012-10-10,intc us equity,14.4107
5948,2012-10-09,intc us equity,14.4107
5949,2012-10-08,intc us equity,14.4107
5950,2012-10-07,intc us equity,14.4107
5951,2012-10-04,intc us equity,14.4107
5952,2012-10-03,intc us equity,14.4107
5953,2012-10-02,intc us equity,14.4107
5954,2012-10-01,intc us equity,14.4107
5955,2012-09-30,intc us equity,14.4107
5956,2012-09-27,intc us equity,14.5411
5957,2012-09-26,intc us equity,14.5411
5958,2012-09-25,intc us equity,14.5411
5959,2012-09-24,intc us equity,14.5411
5960,2012-09-23,intc us equity,14.5411
5961,2012-09-20,intc us equity,14.5411
5962,2012-09-19,intc us equity,14.5411
5963,2012-09-18,intc us equity,14.5411
5964,2012-09-17,intc us equity,14.5411
5965,2012-09-16,intc us equity,14.5411
5966,2012-09-13,intc us equity,14.5411
5967,2012-09-12,intc us equity,14.5411
5968,2012-09-11,intc us equity,14.5411
5969,2012-09-10,intc us equity,14.5411
5970,2012-09-09,intc us equity,14.5411
5971,2012-09-06,intc us equity,14.5411
5972,2012-09-05,intc us equity,14.5411
5973,2012-09-04,intc us equity,14.5411
5974,2012-09-03,intc us equity,14.5411
5975,2012-09-02,intc us equity,14.5411
5976,2012-08-30,intc us equity,14.5411
5977,2012-08-29,intc us equity,14.5411
5978,2012-08-28,intc us equity,14.5411
5979,2012-08-27,intc us equity,14.5411
5980,2012-08-26,intc us equity,14.5411
5981,2012-08-23,intc us equity,14.5411
5982,2012-08-22,intc us equity,14.5411
5983,2012-08-21,intc us equity,14.5411
5984,2012-08-20,intc us equity,14.5411
5985,2012-08-19,intc us equity,14.5411
5986,2012-08-16,intc us equity,14.5411
5987,2012-08-15,intc us equity,14.5411
5988,2012-08-14,intc us equity,14.5411
5989,2012-08-13,intc us equity,14.5411
5990,2012-08-12,intc us equity,14.5411
5991,2012-08-09,intc us equity,14.5411
5992,2012-08-08,intc us equity,14.5411
5993,2012-08-07,intc us equity,14.5411
5994,2012-08-06,intc us equity,14.5411
5995,2012-08-05,intc us equity,14.5411
5996,2012-08-02,intc us equity,14.5411
5997,2012-08-01,intc us equity,14.5411
5998,2012-07-31,intc us equity,14.5411
5999,2012-07-30,intc us equity,14.5411
6000,2012-07-29,intc us equity,14.5411
6001,2012-07-26,intc us equity,14.5411
6002,2012-07-25,intc us equity,14.5411
6003,2012-07-24,intc us equity,14.5411
6004,2012-07-23,intc us equity,14.5411
6005,2012-07-22,intc us equity,14.5411
6006,2012-07-19,intc us equity,14.5411
6007,2012-07-18,intc us equity,14.5411
6008,2012-07-17,intc us equity,14.5411
6009,2012-07-16,intc us equity,14.5411
6010,2012-07-15,intc us equity,14.5411
6011,2012-07-12,intc us equity,14.5411
6012,2012-07-11,intc us equity,14.5411
6013,2012-07-10,intc us equity,14.5411
6014,2012-07-09,intc us equity,14.5411
6015,2012-07-08,intc us equity,14.5411
6016,2012-07-05,intc us equity,14.5411
6017,2012-07-04,intc us equity,14.5411
6018,2012-07-03,intc us equity,14.5411
6019,2012-07-02,intc us equity,14.5411
6020,2012-07-01,intc us equity,14.5411
6021,2012-06-28,intc us equity,15.1583
6022,2012-06-27,intc us equity,15.1583
6023,2012-06-26,intc us equity,15.1583
6024,2012-06-25,intc us equity,15.1583
6025,2012-06-24,intc us equity,15.1583
6026,2012-06-21,intc us equity,15.1583
6027,2012-06-20,intc us equity,15.1583
6028,2012-06-19,intc us equity,15.1583
6029,2012-06-18,intc us equity,15.1583
6030,2012-06-17,intc us equity,15.1583
6031,2012-06-14,intc us equity,15.1583
6032,2012-06-13,intc us equity,15.1583
6033,2012-06-12,intc us equity,15.1583
6034,2012-06-11,intc us equity,15.1583
6035,2012-06-10,intc us equity,15.1583
6036,2012-06-07,intc us equity,15.1583
6037,2012-06-06,intc us equity,15.1583
6038,2012-06-05,intc us equity,15.1583
6039,2012-06-04,intc us equity,15.1583
6040,2012-06-03,intc us equity,15.1583
6041,2012-05-31,intc us equity,15.1583
6042,2012-05-30,intc us equity,15.1583
6043,2012-05-29,intc us equity,15.1583
6044,2012-05-28,intc us equity,15.1583
6045,2012-05-27,intc us equity,15.1583
